Town Code,Town Name,Grant Name,Grant Year,Grant Amount
165,Windsor Locks,ELDERLY TAX FREEZE,2010,"$5,479.95"
165,Windsor Locks,ELDERLY HOMEOWNERS,2010,"$133,267.23"
165,Windsor Locks,TOTALLY DISABLED,2014,$367.56
165,Windsor Locks,TOTALLY DISABLED,2013,$467.29
165,Windsor Locks,ADDITIONAL VETS,2010,"$10,865.77"
165,Windsor Locks,ELDERLY HOMEOWNERS,2014,"$125,904.47"
165,Windsor Locks,TOTALLY DISABLED,2012,$374.40
165,Windsor Locks,ELDERLY HOMEOWNERS,2011,"$136,546.54"
165,Windsor Locks,TOTALLY DISABLED,2011,$277.80
165,Windsor Locks,ADDITIONAL VETS,2011,"$14,330.56"
165,Windsor Locks,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$442,606.87"
165,Windsor Locks,ELDERLY TAX FREEZE,2011,"$5,812.66"
165,Windsor Locks,STATE-OWNED PILOT,2010,"$3,179,519.46"
165,Windsor Locks,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$437,808.05"
165,Windsor Locks,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
165,Windsor Locks,COLLEGES & HOSPITALS PILOT,2010,$0.00
165,Windsor Locks,MFG. MACH. & EQUIP / COMML M.V.,2010,"$1,726,052.10"
165,Windsor Locks,STATE-OWNED PILOT,2014,"$3,899,299.99"
165,Windsor Locks,ADDITIONAL VETS,2012,"$13,322.24"
165,Windsor Locks,ADDITIONAL VETS,2013,"$13,457.80"
165,Windsor Locks,STATE-OWNED PILOT,2013,"$4,024,299.71"
165,Windsor Locks,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$443,559.07"
165,Windsor Locks,ELDERLY HOMEOWNERS,2013,"$125,424.18"
165,Windsor Locks,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
165,Windsor Locks,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$448,423.21"
165,Windsor Locks,STATE-OWNED PILOT,2012,"$4,154,002.72"
165,Windsor Locks,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
165,Windsor Locks,STATE-OWNED PILOT,2011,"$4,063,531.15"
165,Windsor Locks,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$439,947.11"
165,Windsor Locks,COLLEGES & HOSPITALS PILOT,2011,$0.00
166,Wolcott,MFG. MACH. & EQUIP / COMML M.V.,2011,"$189,485.38"
166,Wolcott,TOTALLY DISABLED,2010,"$3,071.78"
166,Wolcott,ELDERLY HOMEOWNERS,2012,"$148,625.39"
166,Wolcott,ELDERLY TAX FREEZE,2012,"$4,000.00"
166,Wolcott,ELDERLY TAX FREEZE,2010,"$4,000.00"
166,Wolcott,ELDERLY HOMEOWNERS,2010,"$153,157.56"
166,Wolcott,TOTALLY DISABLED,2014,"$3,036.18"
166,Wolcott,TOTALLY DISABLED,2013,"$3,132.34"
166,Wolcott,ADDITIONAL VETS,2010,"$28,560.53"
166,Wolcott,ELDERLY HOMEOWNERS,2014,"$159,974.37"
166,Wolcott,TOTALLY DISABLED,2012,"$3,098.54"
166,Wolcott,ELDERLY TAX FREEZE,2014,"$2,000.00"
166,Wolcott,ELDERLY HOMEOWNERS,2011,"$145,865.32"
166,Wolcott,TOTALLY DISABLED,2011,"$2,192.58"
166,Wolcott,ADDITIONAL VETS,2011,"$27,088.52"
166,Wolcott,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$64,319.74"
166,Wolcott,ELDERLY TAX FREEZE,2011,"$4,000.00"
166,Wolcott,STATE-OWNED PILOT,2010,"$2,353.64"
166,Wolcott,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$66,911.64"
166,Wolcott,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
166,Wolcott,COLLEGES & HOSPITALS PILOT,2010,$0.00
166,Wolcott,MFG. MACH. & EQUIP / COMML M.V.,2010,"$232,092.11"
166,Wolcott,STATE-OWNED PILOT,2014,"$1,936.38"
166,Wolcott,ADDITIONAL VETS,2012,"$25,506.65"
166,Wolcott,ADDITIONAL VETS,2013,"$28,912.16"
166,Wolcott,STATE-OWNED PILOT,2013,"$2,007.96"
166,Wolcott,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$70,923.85"
166,Wolcott,ELDERLY TAX FREEZE,2013,"$4,000.00"
166,Wolcott,ELDERLY HOMEOWNERS,2013,"$154,177.47"
166,Wolcott,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
166,Wolcott,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$67,048.00"
166,Wolcott,STATE-OWNED PILOT,2012,"$2,095.06"
166,Wolcott,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
166,Wolcott,STATE-OWNED PILOT,2011,"$2,192.58"
166,Wolcott,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$67,189.50"
166,Wolcott,COLLEGES & HOSPITALS PILOT,2011,$0.00
167,Woodbridge,MFG. MACH. & EQUIP / COMML M.V.,2011,"$27,108.04"
167,Woodbridge,TOTALLY DISABLED,2010,$901.61
167,Woodbridge,ELDERLY HOMEOWNERS,2012,"$43,568.87"
167,Woodbridge,ELDERLY HOMEOWNERS,2010,"$43,798.70"
167,Woodbridge,TOTALLY DISABLED,2014,$872.31
167,Woodbridge,TOTALLY DISABLED,2013,$844.27
167,Woodbridge,ADDITIONAL VETS,2010,"$5,471.84"
167,Woodbridge,ELDERLY HOMEOWNERS,2014,"$40,853.72"
167,Woodbridge,TOTALLY DISABLED,2012,$926.24
167,Woodbridge,ELDERLY HOMEOWNERS,2011,"$39,514.19"
167,Woodbridge,TOTALLY DISABLED,2011,$993.30
167,Woodbridge,COLLEGES & HOSPITALS PILOT,2014,$93.72
167,Woodbridge,ADDITIONAL VETS,2011,"$5,959.80"
167,Woodbridge,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$11,275.98"
167,Woodbridge,STATE-OWNED PILOT,2010,"$20,902.00"
167,Woodbridge,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$9,573.00"
167,Woodbridge,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
167,Woodbridge,COLLEGES & HOSPITALS PILOT,2010,"$3,493.10"
167,Woodbridge,MFG. MACH. & EQUIP / COMML M.V.,2010,"$30,299.59"
167,Woodbridge,STATE-OWNED PILOT,2014,"$16,126.32"
167,Woodbridge,ADDITIONAL VETS,2012,"$5,677.21"
167,Woodbridge,ADDITIONAL VETS,2013,"$6,008.37"
167,Woodbridge,COLLEGES & HOSPITALS PILOT,2013,$102.36
167,Woodbridge,COLLEGES & HOSPITALS PILOT,2012,$108.77
167,Woodbridge,STATE-OWNED PILOT,2013,"$16,929.16"
167,Woodbridge,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$11,561.64"
167,Woodbridge,ELDERLY HOMEOWNERS,2013,"$42,892.03"
167,Woodbridge,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
167,Woodbridge,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$11,786.84"
167,Woodbridge,STATE-OWNED PILOT,2012,"$17,711.86"
167,Woodbridge,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
167,Woodbridge,STATE-OWNED PILOT,2011,"$19,609.02"
167,Woodbridge,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$11,453.63"
167,Woodbridge,COLLEGES & HOSPITALS PILOT,2011,"$3,258.49"
168,Woodbury,MFG. MACH. & EQUIP / COMML M.V.,2011,"$45,171.72"
168,Woodbury,TOTALLY DISABLED,2010,$846.40
168,Woodbury,ELDERLY HOMEOWNERS,2012,"$44,867.89"
168,Woodbury,ELDERLY HOMEOWNERS,2010,"$39,474.76"
168,Woodbury,TOTALLY DISABLED,2014,$841.81
168,Woodbury,TOTALLY DISABLED,2013,$880.38
168,Woodbury,ADDITIONAL VETS,2010,"$1,505.51"
168,Woodbury,ELDERLY HOMEOWNERS,2014,"$50,975.72"
168,Woodbury,TOTALLY DISABLED,2012,$929.93
168,Woodbury,ELDERLY HOMEOWNERS,2011,"$41,172.97"
168,Woodbury,TOTALLY DISABLED,2011,$559.92
168,Woodbury,ADDITIONAL VETS,2011,"$2,037.75"
168,Woodbury,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$17,369.39"
168,Woodbury,STATE-OWNED PILOT,2010,$255.48
168,Woodbury,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$14,631.49"
168,Woodbury,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
168,Woodbury,COLLEGES & HOSPITALS PILOT,2010,$0.00
168,Woodbury,MFG. MACH. & EQUIP / COMML M.V.,2010,"$54,009.43"
168,Woodbury,STATE-OWNED PILOT,2014,$521.62
168,Woodbury,ADDITIONAL VETS,2012,"$2,022.57"
168,Woodbury,ADDITIONAL VETS,2013,"$2,015.71"
168,Woodbury,STATE-OWNED PILOT,2013,$545.17
168,Woodbury,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$18,044.71"
168,Woodbury,ELDERLY HOMEOWNERS,2013,"$46,550.23"
168,Woodbury,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
168,Woodbury,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$13,043.60"
168,Woodbury,STATE-OWNED PILOT,2012,$543.54
168,Woodbury,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
168,Woodbury,STATE-OWNED PILOT,2011,$559.92
168,Woodbury,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$11,863.33"
168,Woodbury,COLLEGES & HOSPITALS PILOT,2011,$0.00
169,Woodstock,MFG. MACH. & EQUIP / COMML M.V.,2011,"$55,097.10"
169,Woodstock,TOTALLY DISABLED,2010,$612.50
169,Woodstock,ELDERLY HOMEOWNERS,2012,"$51,586.05"
169,Woodstock,ELDERLY HOMEOWNERS,2010,"$48,951.08"
169,Woodstock,TOTALLY DISABLED,2014,$942.24
169,Woodstock,TOTALLY DISABLED,2013,"$1,044.32"
169,Woodstock,ADDITIONAL VETS,2010,"$6,615.00"
169,Woodstock,ELDERLY HOMEOWNERS,2014,"$46,552.85"
169,Woodstock,TOTALLY DISABLED,2012,$810.48
169,Woodstock,ELDERLY HOMEOWNERS,2011,"$51,812.43"
169,Woodstock,TOTALLY DISABLED,2011,$824.32
169,Woodstock,ADDITIONAL VETS,2011,"$7,454.72"
169,Woodstock,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$32,499.98"
169,Woodstock,STATE-OWNED PILOT,2010,"$15,641.79"
169,Woodstock,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$31,096.22"
169,Woodstock,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
169,Woodstock,COLLEGES & HOSPITALS PILOT,2010,$0.00
169,Woodstock,MFG. MACH. & EQUIP / COMML M.V.,2010,"$64,429.54"
169,Woodstock,STATE-OWNED PILOT,2014,"$8,633.74"
169,Woodstock,ADDITIONAL VETS,2012,"$7,040.97"
169,Woodstock,ADDITIONAL VETS,2013,"$6,955.18"
169,Woodstock,STATE-OWNED PILOT,2013,"$14,052.06"
169,Woodstock,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$33,445.83"
169,Woodstock,ELDERLY HOMEOWNERS,2013,"$45,847.51"
169,Woodstock,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
169,Woodstock,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$36,717.51"
169,Woodstock,STATE-OWNED PILOT,2012,"$14,264.79"
169,Woodstock,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
169,Woodstock,STATE-OWNED PILOT,2011,"$14,571.38"
169,Woodstock,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$31,089.04"
169,Woodstock,COLLEGES & HOSPITALS PILOT,2011,$0.00
301,Barkhamsted: Fire District,STATE-OWNED PILOT,2010,$0.00
301,Barkhamsted: Fire District,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
301,Barkhamsted: Fire District,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
303,Berlin: Kensington F.D.,MFG. MACH. & EQUIP / COMML M.V.,2011,"$9,430.36"
303,Berlin: Kensington F.D.,STATE-OWNED PILOT,2010,$0.00
303,Berlin: Kensington F.D.,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
303,Berlin: Kensington F.D.,MFG. MACH. & EQUIP / COMML M.V.,2010,"$8,060.02"
303,Berlin: Kensington F.D.,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
304,Berlin: Worthington F.D.,MFG. MACH. & EQUIP / COMML M.V.,2011,$747.29
304,Berlin: Worthington F.D.,STATE-OWNED PILOT,2010,$0.00
304,Berlin: Worthington F.D.,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
304,Berlin: Worthington F.D.,MFG. MACH. & EQUIP / COMML M.V.,2010,$759.55
304,Berlin: Worthington F.D.,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
305,Bloomfield:  Center Fire,MFG. MACH. & EQUIP / COMML M.V.,2011,"$3,370.99"
305,Bloomfield:  Center Fire,TOTALLY DISABLED,2010,$16.14
305,Bloomfield:  Center Fire,TOTALLY DISABLED,2014,$20.62
305,Bloomfield:  Center Fire,TOTALLY DISABLED,2013,$18.20
305,Bloomfield:  Center Fire,TOTALLY DISABLED,2012,$18.48
305,Bloomfield:  Center Fire,TOTALLY DISABLED,2011,$14.96
305,Bloomfield:  Center Fire,COLLEGES & HOSPITALS PILOT,2014,"$5,091.93"
305,Bloomfield:  Center Fire,STATE-OWNED PILOT,2010,$0.00
305,Bloomfield:  Center Fire,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
305,Bloomfield:  Center Fire,COLLEGES & HOSPITALS PILOT,2010,"$4,351.84"
305,Bloomfield:  Center Fire,MFG. MACH. & EQUIP / COMML M.V.,2010,"$5,949.56"
305,Bloomfield:  Center Fire,COLLEGES & HOSPITALS PILOT,2013,"$5,512.75"
305,Bloomfield:  Center Fire,COLLEGES & HOSPITALS PILOT,2012,"$5,852.70"
305,Bloomfield:  Center Fire,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
305,Bloomfield:  Center Fire,COLLEGES & HOSPITALS PILOT,2011,"$4,025.60"
306,Bloomfield: Blue Hills,MFG. MACH. & EQUIP / COMML M.V.,2011,"$88,142.44"
306,Bloomfield: Blue Hills,TOTALLY DISABLED,2010,$59.40
306,Bloomfield: Blue Hills,TOTALLY DISABLED,2014,$55.07
306,Bloomfield: Blue Hills,TOTALLY DISABLED,2013,$64.98
306,Bloomfield: Blue Hills,TOTALLY DISABLED,2012,$61.60
306,Bloomfield: Blue Hills,TOTALLY DISABLED,2011,$55.00
306,Bloomfield: Blue Hills,STATE-OWNED PILOT,2010,$0.00
306,Bloomfield: Blue Hills,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
306,Bloomfield: Blue Hills,MFG. MACH. & EQUIP / COMML M.V.,2010,"$86,829.97"
306,Bloomfield: Blue Hills,DISTRESSED,2013,$813.83
306,Bloomfield: Blue Hills,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
309,Cromwell: Fire District,MFG. MACH. & EQUIP / COMML M.V.,2011,"$1,662.23"
309,Cromwell: Fire District,STATE-OWNED PILOT,2010,$0.00
309,Cromwell: Fire District,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
309,Cromwell: Fire District,MFG. MACH. & EQUIP / COMML M.V.,2010,"$3,302.16"
309,Cromwell: Fire District,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
315,Enfield: F.D.#1,MFG. MACH. & EQUIP / COMML M.V.,2011,"$12,687.60"
315,Enfield: F.D.#1,TOTALLY DISABLED,2010,$152.75
315,Enfield: F.D.#1,TOTALLY DISABLED,2014,$169.30
315,Enfield: F.D.#1,TOTALLY DISABLED,2013,$202.60
315,Enfield: F.D.#1,TOTALLY DISABLED,2012,$180.20
315,Enfield: F.D.#1,TOTALLY DISABLED,2011,$177.50
315,Enfield: F.D.#1,STATE-OWNED PILOT,2010,$0.00
315,Enfield: F.D.#1,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
315,Enfield: F.D.#1,MFG. MACH. & EQUIP / COMML M.V.,2010,"$22,771.32"
315,Enfield: F.D.#1,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
316,Enfield: Hazardville Fire #3,MFG. MACH. & EQUIP / COMML M.V.,2011,"$1,088.50"
316,Enfield: Hazardville Fire #3,TOTALLY DISABLED,2010,$200.85
316,Enfield: Hazardville Fire #3,TOTALLY DISABLED,2014,$142.07
316,Enfield: Hazardville Fire #3,TOTALLY DISABLED,2013,$209.68
316,Enfield: Hazardville Fire #3,TOTALLY DISABLED,2012,$212.80
316,Enfield: Hazardville Fire #3,TOTALLY DISABLED,2011,$211.15
316,Enfield: Hazardville Fire #3,COLLEGES & HOSPITALS PILOT,2014,"$1,635.14"
316,Enfield: Hazardville Fire #3,STATE-OWNED PILOT,2010,$0.00
316,Enfield: Hazardville Fire #3,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
316,Enfield: Hazardville Fire #3,COLLEGES & HOSPITALS PILOT,2010,"$3,063.31"
316,Enfield: Hazardville Fire #3,MFG. MACH. & EQUIP / COMML M.V.,2010,"$7,642.31"
316,Enfield: Hazardville Fire #3,COLLEGES & HOSPITALS PILOT,2013,"$2,356.29"
316,Enfield: Hazardville Fire #3,COLLEGES & HOSPITALS PILOT,2012,"$2,501.60"
316,Enfield: Hazardville Fire #3,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
316,Enfield: Hazardville Fire #3,COLLEGES & HOSPITALS PILOT,2011,"$2,833.67"
317,Enfield: N.Thmpsonville F.D.#4,MFG. MACH. & EQUIP / COMML M.V.,2011,$54.84
317,Enfield: N.Thmpsonville F.D.#4,TOTALLY DISABLED,2010,$95.85
317,Enfield: N.Thmpsonville F.D.#4,TOTALLY DISABLED,2014,$70.31
317,Enfield: N.Thmpsonville F.D.#4,TOTALLY DISABLED,2013,$86.93
317,Enfield: N.Thmpsonville F.D.#4,TOTALLY DISABLED,2012,$84.00
317,Enfield: N.Thmpsonville F.D.#4,TOTALLY DISABLED,2011,$93.98
317,Enfield: N.Thmpsonville F.D.#4,STATE-OWNED PILOT,2010,$0.00
317,Enfield: N.Thmpsonville F.D.#4,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
317,Enfield: N.Thmpsonville F.D.#4,MFG. MACH. & EQUIP / COMML M.V.,2010,$85.49
317,Enfield: N.Thmpsonville F.D.#4,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
318,Enfield: Shaker Pines #5,MFG. MACH. & EQUIP / COMML M.V.,2011,"$5,096.16"
318,Enfield: Shaker Pines #5,TOTALLY DISABLED,2010,$134.40
318,Enfield: Shaker Pines #5,TOTALLY DISABLED,2014,$126.30
318,Enfield: Shaker Pines #5,TOTALLY DISABLED,2013,$147.97
318,Enfield: Shaker Pines #5,TOTALLY DISABLED,2012,$127.20
318,Enfield: Shaker Pines #5,TOTALLY DISABLED,2011,$127.20
318,Enfield: Shaker Pines #5,STATE-OWNED PILOT,2010,$0.00
318,Enfield: Shaker Pines #5,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
318,Enfield: Shaker Pines #5,MFG. MACH. & EQUIP / COMML M.V.,2010,"$5,600.42"
318,Enfield: Shaker Pines #5,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
319,Enfield: Thompsonville #2,MFG. MACH. & EQUIP / COMML M.V.,2011,"$2,813.96"
319,Enfield: Thompsonville #2,TOTALLY DISABLED,2010,$34.00
319,Enfield: Thompsonville #2,TOTALLY DISABLED,2014,$34.45
319,Enfield: Thompsonville #2,TOTALLY DISABLED,2013,$38.11
319,Enfield: Thompsonville #2,TOTALLY DISABLED,2012,$28.90
319,Enfield: Thompsonville #2,TOTALLY DISABLED,2011,$30.60
319,Enfield: Thompsonville #2,STATE-OWNED PILOT,2010,$0.00
319,Enfield: Thompsonville #2,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
319,Enfield: Thompsonville #2,MFG. MACH. & EQUIP / COMML M.V.,2010,"$5,724.33"
319,Enfield: Thompsonville #2,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
320,Center Groton Fire District,TOTALLY DISABLED,2010,$21.00
320,Center Groton Fire District,TOTALLY DISABLED,2014,$15.42
320,Center Groton Fire District,TOTALLY DISABLED,2013,$16.85
320,Center Groton Fire District,TOTALLY DISABLED,2012,$18.00
320,Center Groton Fire District,TOTALLY DISABLED,2011,$18.00
321,Groton: Mystic Fire D. #3,MFG. MACH. & EQUIP / COMML M.V.,2011,$18.97
321,Groton: Mystic Fire D. #3,MFG. MACH. & EQUIP / COMML M.V.,2011,$478.43
321,Groton: Mystic Fire D. #3,TOTALLY DISABLED,2010,$23.52
321,Groton: Mystic Fire D. #3,TOTALLY DISABLED,2014,$20.93
321,Groton: Mystic Fire D. #3,TOTALLY DISABLED,2013,$21.71
321,Groton: Mystic Fire D. #3,TOTALLY DISABLED,2012,$21.34
321,Groton: Mystic Fire D. #3,TOTALLY DISABLED,2011,$24.36
321,Groton: Mystic Fire D. #3,STATE-OWNED PILOT,2010,$0.00
321,Groton: Mystic Fire D. #3,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
321,Groton: Mystic Fire D. #3,MFG. MACH. & EQUIP / COMML M.V.,2010,$7.16
321,Groton: Mystic Fire D. #3,MFG. MACH. & EQUIP / COMML M.V.,2010,$664.18
321,Groton: Mystic Fire D. #3,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
322,Groton: Noank F.D.,MFG. MACH. & EQUIP / COMML M.V.,2011,$0.00
322,Groton: Noank F.D.,TOTALLY DISABLED,2010,$2.27
322,Groton: Noank F.D.,TOTALLY DISABLED,2014,$2.45
322,Groton: Noank F.D.,TOTALLY DISABLED,2013,$2.29
322,Groton: Noank F.D.,TOTALLY DISABLED,2012,$2.27
322,Groton: Noank F.D.,TOTALLY DISABLED,2011,$2.27
322,Groton: Noank F.D.,STATE-OWNED PILOT,2010,$0.00
322,Groton: Noank F.D.,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
322,Groton: Noank F.D.,MFG. MACH. & EQUIP / COMML M.V.,2010,$68.56
322,Groton: Noank F.D.,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
323,Groton: Old Mystic F.D. #5,MFG. MACH. & EQUIP / COMML M.V.,2011,"$1,610.30"
323,Groton: Old Mystic F.D. #5,STATE-OWNED PILOT,2010,$0.00
323,Groton: Old Mystic F.D. #5,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
323,Groton: Old Mystic F.D. #5,MFG. MACH. & EQUIP / COMML M.V.,2010,"$1,263.75"
323,Groton: Old Mystic F.D. #5,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
324,Groton: Poquonnock Bridge Fire,MFG. MACH. & EQUIP / COMML M.V.,2011,"$17,967.36"
324,Groton: Poquonnock Bridge Fire,TOTALLY DISABLED,2010,$255.02
324,Groton: Poquonnock Bridge Fire,TOTALLY DISABLED,2014,$278.14
324,Groton: Poquonnock Bridge Fire,TOTALLY DISABLED,2013,$326.88
324,Groton: Poquonnock Bridge Fire,TOTALLY DISABLED,2012,$295.20
324,Groton: Poquonnock Bridge Fire,TOTALLY DISABLED,2011,$250.99
324,Groton: Poquonnock Bridge Fire,COLLEGES & HOSPITALS PILOT,2014,"$11,084.85"
324,Groton: Poquonnock Bridge Fire,STATE-OWNED PILOT,2010,$0.00
324,Groton: Poquonnock Bridge Fire,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
324,Groton: Poquonnock Bridge Fire,COLLEGES & HOSPITALS PILOT,2010,"$14,549.62"
324,Groton: Poquonnock Bridge Fire,MFG. MACH. & EQUIP / COMML M.V.,2010,"$14,221.18"
324,Groton: Poquonnock Bridge Fire,COLLEGES & HOSPITALS PILOT,2013,"$13,418.28"
324,Groton: Poquonnock Bridge Fire,COLLEGES & HOSPITALS PILOT,2012,"$12,432.64"
324,Groton: Poquonnock Bridge Fire,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
324,Groton: Poquonnock Bridge Fire,COLLEGES & HOSPITALS PILOT,2011,"$14,082.98"
325,Groton: West Pleasant Valley,MFG. MACH. & EQUIP / COMML M.V.,2011,$0.00
325,Groton: West Pleasant Valley,TOTALLY DISABLED,2010,$31.00
325,Groton: West Pleasant Valley,TOTALLY DISABLED,2014,$17.27
325,Groton: West Pleasant Valley,TOTALLY DISABLED,2013,$24.43
325,Groton: West Pleasant Valley,TOTALLY DISABLED,2012,$27.50
325,Groton: West Pleasant Valley,TOTALLY DISABLED,2011,$31.64
325,Groton: West Pleasant Valley,STATE-OWNED PILOT,2010,$0.00
325,Groton: West Pleasant Valley,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
325,Groton: West Pleasant Valley,MFG. MACH. & EQUIP / COMML M.V.,2010,$0.00
325,Groton: West Pleasant Valley,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
327,Killingly: Attawaugan F.D.,MFG. MACH. & EQUIP / COMML M.V.,2011,"$1,456.53"
327,Killingly: Attawaugan F.D.,DISTRESSED,2010,"$1,012.41"
327,Killingly: Attawaugan F.D.,STATE-OWNED PILOT,2010,$0.00
327,Killingly: Attawaugan F.D.,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
327,Killingly: Attawaugan F.D.,MFG. MACH. & EQUIP / COMML M.V.,2010,$98.58
327,Killingly: Attawaugan F.D.,DISTRESSED,2012,$718.16
327,Killingly: Attawaugan F.D.,DISTRESSED,2013,$832.90
327,Killingly: Attawaugan F.D.,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
328,Killingly: Dayville F.D.,MFG. MACH. & EQUIP / COMML M.V.,2011,"$33,884.98"
328,Killingly: Dayville F.D.,DISTRESSED,2010,"$2,112.12"
328,Killingly: Dayville F.D.,STATE-OWNED PILOT,2010,$0.00
328,Killingly: Dayville F.D.,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
328,Killingly: Dayville F.D.,MFG. MACH. & EQUIP / COMML M.V.,2010,"$36,223.54"
328,Killingly: Dayville F.D.,DISTRESSED,2012,"$3,677.07"
328,Killingly: Dayville F.D.,DISTRESSED,2013,"$8,653.85"
328,Killingly: Dayville F.D.,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
329,Killingly: Dyer Manor,MFG. MACH. & EQUIP / COMML M.V.,2011,"$1,157.27"
329,Killingly: Dyer Manor,STATE-OWNED PILOT,2010,$0.00
329,Killingly: Dyer Manor,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
329,Killingly: Dyer Manor,MFG. MACH. & EQUIP / COMML M.V.,2010,"$1,125.07"
329,Killingly: Dyer Manor,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
330,Killingly: E. Killingly F.D.,MFG. MACH. & EQUIP / COMML M.V.,2011,$75.05
330,Killingly: E. Killingly F.D.,STATE-OWNED PILOT,2010,$0.00
330,Killingly: E. Killingly F.D.,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
330,Killingly: E. Killingly F.D.,MFG. MACH. & EQUIP / COMML M.V.,2010,$0.00
330,Killingly: E. Killingly F.D.,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
332,Killingly: So. Killingly F.D.,MFG. MACH. & EQUIP / COMML M.V.,2011,$150.16
332,Killingly: So. Killingly F.D.,STATE-OWNED PILOT,2010,$0.00
332,Killingly: So. Killingly F.D.,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
332,Killingly: So. Killingly F.D.,MFG. MACH. & EQUIP / COMML M.V.,2010,$182.88
