"Town","FIPS","Indicator","Measure Type","Variable","2005","2006","2007","2008","2009","2010","2011","2012"
"Southington","0900370550","Referrals","Number","Birth to Three Indicators",80,79,73,82,73,69,66,74
"Southington","0900370550","Referrals","Percent","Birth to Three Indicators",18.74,18.68,19.36,20.2,19.06,19.88,19.08,23.05
"Southington","0900370550","Referred that are Evaluated","Percent","Birth to Three Indicators",95,88.61,91.78,97.56,97.26,97.1,87.88,94.59
"Southington","0900370550","Total Eligible","Number","Birth to Three Indicators",49,50,47,49,42,44,40,52
"Southington","0900370550","Total Eligible","Percent","Birth to Three Indicators",11.48,11.82,12.47,12.07,10.97,12.68,11.56,16.2
"Southington","0900370550","Total Served","Number","Birth to Three Indicators",48,50,46,45,39,39,34,47
"Southington","0900370550","Total Served","Percent","Birth to Three Indicators",11.24,11.82,12.2,11.08,10.18,11.24,9.83,14.64
"Stafford","0901372090","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,80,88.89,100,100,100,100,100
"Stafford","0901372090","Evaluated that are Eligible","Percent","Birth to Three Indicators",50,50,78.26,68.75,78.57,66.67,66.67,60
"Stafford","0901372090","Evaluations","Number","Birth to Three Indicators",20,20,23,16,14,15,12,20
"Stafford","0901372090","Evaluations","Percent","Birth to Three Indicators",15.04,13.7,19.01,13.01,11.02,13.76,10.91,21.05
"Stafford","0901372090","IFSP Receiving Services","Percent","Birth to Three Indicators",90,87.5,100,90.91,100,100,100,100
"Stafford","0901372090","Individualized Family Service Plans","Number","Birth to Three Indicators",10,8,16,11,11,10,8,12
"Stafford","0901372090","Individualized Family Service Plans","Percent","Birth to Three Indicators",7.52,5.48,13.22,8.94,8.66,9.17,7.27,12.63
"Stafford","0901372090","Referrals","Number","Birth to Three Indicators",25,22,23,18,14,16,12,22
"Stafford","0901372090","Referrals","Percent","Birth to Three Indicators",18.8,15.07,19.01,14.63,11.02,14.68,10.91,23.16
"Stafford","0901372090","Referred that are Evaluated","Percent","Birth to Three Indicators",80,90.91,100,88.89,100,93.75,100,90.91
"Stafford","0901372090","Total Eligible","Number","Birth to Three Indicators",10,10,18,11,11,10,8,12
"Stafford","0901372090","Total Eligible","Percent","Birth to Three Indicators",7.52,6.85,14.88,8.94,8.66,9.17,7.27,12.63
"Stafford","0901372090","Total Served","Number","Birth to Three Indicators",9,7,16,10,11,10,8,12
"Stafford","0901372090","Total Served","Percent","Birth to Three Indicators",6.77,4.79,13.22,8.13,8.66,9.17,7.27,12.63
"Stamford","0900173070","Eligible that Exit to ECSE","Percent","Birth to Three Indicators",27.92,29.01,22.98,29.12,29.81,28.86,35.43,40.64
"Stamford","0900173070","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",94.16,98.15,98.76,95.05,94.71,95.52,94.86,96.35
"Stamford","0900173070","Evaluated that are Eligible","Percent","Birth to Three Indicators",61.35,60.9,58.76,62.54,60.47,67.68,68.09,76.31
"Stamford","0900173070","Evaluations","Number","Birth to Three Indicators",251,266,274,291,344,297,257,287
"Stamford","0900173070","Evaluations","Percent","Birth to Three Indicators",13.86,14.26,14.07,15.92,18.05,15.37,14.48,15.67
"Stamford","0900173070","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",43,47,37,53,62,58,62,89
"Stamford","0900173070","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",2.37,2.52,1.9,2.9,3.25,3,3.49,4.86
"Stamford","0900173070","IFSP Receiving Services","Percent","Birth to Three Indicators",97.93,98.11,98.74,98.27,96.95,97.4,98.8,96.68
"Stamford","0900173070","Individualized Family Service Plans","Number","Birth to Three Indicators",145,159,159,173,197,192,166,211
"Stamford","0900173070","Individualized Family Service Plans","Percent","Birth to Three Indicators",8.01,8.52,8.16,9.46,10.34,9.94,9.35,11.52
"Stamford","0900173070","Referrals","Number","Birth to Three Indicators",266,286,301,311,368,314,277,307
"Stamford","0900173070","Referrals","Percent","Birth to Three Indicators",14.69,15.33,15.45,17.01,19.31,16.25,15.61,16.77
"Stamford","0900173070","Referred that are Evaluated","Percent","Birth to Three Indicators",94.36,93.01,91.03,93.57,93.48,94.59,92.78,93.49
"Stamford","0900173070","Total Eligible","Number","Birth to Three Indicators",154,162,161,182,208,201,175,219
"Stamford","0900173070","Total Eligible","Percent","Birth to Three Indicators",8.5,8.68,8.26,9.96,10.91,10.4,9.86,11.96
"Stamford","0900173070","Total Served","Number","Birth to Three Indicators",142,156,157,170,191,187,164,204
"Stamford","0900173070","Total Served","Percent","Birth to Three Indicators",7.84,8.36,8.06,9.3,10.02,9.68,9.24,11.14
"Stonington","0901173770","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",91.67,93.75,100,100,92.86,100,94.12,100
"Stonington","0901173770","Evaluated that are Eligible","Percent","Birth to Three Indicators",50,72.73,63.64,76.19,73.68,56.25,70.83,65
"Stonington","0901173770","Evaluations","Number","Birth to Three Indicators",24,22,22,21,19,16,24,20
"Stonington","0901173770","Evaluations","Percent","Birth to Three Indicators",14.81,16.3,14.1,15.67,15.57,14.16,17.02,16.53
"Stonington","0901173770","IFSP Receiving Services","Percent","Birth to Three Indicators",81.82,80,92.86,87.5,100,100,87.5,84.62
"Stonington","0901173770","Individualized Family Service Plans","Number","Birth to Three Indicators",11,15,14,16,13,9,16,13
"Stonington","0901173770","Individualized Family Service Plans","Percent","Birth to Three Indicators",6.79,11.11,8.97,11.94,10.66,7.96,11.35,10.74
"Stonington","0901173770","Referrals","Number","Birth to Three Indicators",27,26,26,23,21,16,26,22
"Stonington","0901173770","Referrals","Percent","Birth to Three Indicators",16.67,19.26,16.67,17.16,17.21,14.16,18.44,18.18
"Stonington","0901173770","Referred that are Evaluated","Percent","Birth to Three Indicators",88.89,84.62,84.62,91.3,90.48,100,92.31,90.91
"Stonington","0901173770","Total Eligible","Number","Birth to Three Indicators",12,16,14,16,14,9,17,13
"Stonington","0901173770","Total Eligible","Percent","Birth to Three Indicators",7.41,11.85,8.97,11.94,11.48,7.96,12.06,10.74
"Stonington","0901173770","Total Served","Number","Birth to Three Indicators",9,12,13,14,13,9,14,11
"Stonington","0901173770","Total Served","Percent","Birth to Three Indicators",5.56,8.89,8.33,10.45,10.66,7.96,9.93,9.09
"Stratford","0900174190","Eligible that Exit to ECSE","Percent","Birth to Three Indicators",51.67,52.17,50.77,38.78,50.94,64.29,48.21,47.92
"Stratford","0900174190","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",93.33,98.55,93.85,97.96,94.34,94.29,94.64,97.92
"Stratford","0900174190","Evaluated that are Eligible","Percent","Birth to Three Indicators",65.22,63.89,66.33,60.49,67.09,70.71,60.22,55.81
"Stratford","0900174190","Evaluations","Number","Birth to Three Indicators",92,108,98,81,79,99,93,86
"Stratford","0900174190","Evaluations","Percent","Birth to Three Indicators",16.73,17.79,17.44,14.31,15.11,18.75,16.7,16.7
"Stratford","0900174190","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",31,36,33,19,27,45,27,23
"Stratford","0900174190","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",5.64,5.93,5.87,3.36,5.16,8.52,4.85,4.47
"Stratford","0900174190","IFSP Receiving Services","Percent","Birth to Three Indicators",94.64,97.06,96.72,95.83,98,95.45,96.23,97.87
"Stratford","0900174190","Individualized Family Service Plans","Number","Birth to Three Indicators",56,68,61,48,50,66,53,47
"Stratford","0900174190","Individualized Family Service Plans","Percent","Birth to Three Indicators",10.18,11.2,10.85,8.48,9.56,12.5,9.52,9.13
"Stratford","0900174190","Referrals","Number","Birth to Three Indicators",94,116,103,83,85,108,97,95
"Stratford","0900174190","Referrals","Percent","Birth to Three Indicators",17.09,19.11,18.33,14.66,16.25,20.45,17.41,18.45
"Stratford","0900174190","Referred that are Evaluated","Percent","Birth to Three Indicators",97.87,93.1,95.15,97.59,92.94,91.67,95.88,90.53
"Stratford","0900174190","Total Eligible","Number","Birth to Three Indicators",60,69,65,49,53,70,56,48
"Stratford","0900174190","Total Eligible","Percent","Birth to Three Indicators",10.91,11.37,11.57,8.66,10.13,13.26,10.05,9.32
"Stratford","0900174190","Total Served","Number","Birth to Three Indicators",53,66,59,46,49,63,51,46
"Stratford","0900174190","Total Served","Percent","Birth to Three Indicators",9.64,10.87,10.5,8.13,9.37,11.93,9.16,8.93
"Suffield","0900374540","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,100,100,91.67,83.33,100,90,100
"Suffield","0900374540","Evaluated that are Eligible","Percent","Birth to Three Indicators",47.83,33.33,38.89,48,60,57.89,62.5,62.5
"Suffield","0900374540","Evaluations","Number","Birth to Three Indicators",23,24,18,25,20,19,16,16
"Suffield","0900374540","Evaluations","Percent","Birth to Three Indicators",20.18,20.87,18.18,24.51,19.05,22.35,17.58,21.33
"Suffield","0900374540","IFSP Receiving Services","Percent","Birth to Three Indicators",90.91,87.5,100,100,100,100,100,100
"Suffield","0900374540","Individualized Family Service Plans","Number","Birth to Three Indicators",11,8,7,11,10,11,9,10
"Suffield","0900374540","Individualized Family Service Plans","Percent","Birth to Three Indicators",9.65,6.96,7.07,10.78,9.52,12.94,9.89,13.33
"Suffield","0900374540","Referrals","Number","Birth to Three Indicators",27,25,18,25,22,19,16,17
"Suffield","0900374540","Referrals","Percent","Birth to Three Indicators",23.68,21.74,18.18,24.51,20.95,22.35,17.58,22.67
"Suffield","0900374540","Referred that are Evaluated","Percent","Birth to Three Indicators",85.19,96,100,100,90.91,100,100,94.12
"Suffield","0900374540","Total Eligible","Number","Birth to Three Indicators",11,8,7,12,12,11,10,10
"Suffield","0900374540","Total Eligible","Percent","Birth to Three Indicators",9.65,6.96,7.07,11.76,11.43,12.94,10.99,13.33
"Suffield","0900374540","Total Served","Number","Birth to Three Indicators",10,7,7,11,10,11,9,10
"Suffield","0900374540","Total Served","Percent","Birth to Three Indicators",8.77,6.09,7.07,10.78,9.52,12.94,9.89,13.33
"Thomaston","0900575730","Evaluations","Number","Birth to Three Indicators",7,15,17,13,14,18,14,12
"Thomaston","0900575730","Evaluations","Percent","Birth to Three Indicators",8.24,21.13,23.61,19.12,22.58,25,23.73,22.22
"Thomaston","0900575730","Referrals","Number","Birth to Three Indicators",8,15,18,13,14,18,14,12
"Thomaston","0900575730","Referrals","Percent","Birth to Three Indicators",9.41,21.13,25,19.12,22.58,25,23.73,22.22
"Thomaston","0900575730","Referred that are Evaluated","Percent","Birth to Three Indicators",87.5,100,94.44,100,100,100,100,100
"Thompson","0901575870","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",91.67,88.89,100,87.5,100,100,92.31,88.24
"Thompson","0901575870","Evaluated that are Eligible","Percent","Birth to Three Indicators",54.55,42.86,61.54,80,63.64,56.25,65,85
"Thompson","0901575870","Evaluations","Number","Birth to Three Indicators",22,21,13,10,11,16,20,20
"Thompson","0901575870","Evaluations","Percent","Birth to Three Indicators",21.15,22.34,15.29,11.49,14.47,21.62,23.53,23.53
"Thompson","0901575870","IFSP Receiving Services","Percent","Birth to Three Indicators",72.73,87.5,100,85.71,100,100,83.33,93.33
"Thompson","0901575870","Individualized Family Service Plans","Number","Birth to Three Indicators",11,8,8,7,7,9,12,15
"Thompson","0901575870","Individualized Family Service Plans","Percent","Birth to Three Indicators",10.58,8.51,9.41,8.05,9.21,12.16,14.12,17.65
"Thompson","0901575870","Referrals","Number","Birth to Three Indicators",23,22,16,10,11,16,21,20
"Thompson","0901575870","Referrals","Percent","Birth to Three Indicators",22.12,23.4,18.82,11.49,14.47,21.62,24.71,23.53
"Thompson","0901575870","Referred that are Evaluated","Percent","Birth to Three Indicators",95.65,95.45,81.25,100,100,100,95.24,100
"Thompson","0901575870","Total Eligible","Number","Birth to Three Indicators",12,9,8,8,7,9,13,17
"Thompson","0901575870","Total Eligible","Percent","Birth to Three Indicators",11.54,9.57,9.41,9.2,9.21,12.16,15.29,20
"Thompson","0901575870","Total Served","Number","Birth to Three Indicators",8,7,8,6,7,9,10,14
"Thompson","0901575870","Total Served","Percent","Birth to Three Indicators",7.69,7.45,9.41,6.9,9.21,12.16,11.76,16.47
"Tolland","0901376290","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,93.75,100,100,100,90,90,80
"Tolland","0901376290","Evaluated that are Eligible","Percent","Birth to Three Indicators",54.84,59.26,65.62,58.62,72.73,55.56,45.45,74.07
"Tolland","0901376290","Evaluations","Number","Birth to Three Indicators",31,27,32,29,22,18,22,27
"Tolland","0901376290","Evaluations","Percent","Birth to Three Indicators",21.53,17.09,21.05,20.28,15.94,18.18,24.18,23.28
"Tolland","0901376290","IFSP Receiving Services","Percent","Birth to Three Indicators",100,100,100,100,100,88.89,100,100
"Tolland","0901376290","Individualized Family Service Plans","Number","Birth to Three Indicators",17,15,21,17,16,9,9,16
"Tolland","0901376290","Individualized Family Service Plans","Percent","Birth to Three Indicators",11.81,9.49,13.82,11.89,11.59,9.09,9.89,13.79
"Tolland","0901376290","Referrals","Number","Birth to Three Indicators",33,27,33,30,23,20,22,27
"Tolland","0901376290","Referrals","Percent","Birth to Three Indicators",22.92,17.09,21.71,20.98,16.67,20.2,24.18,23.28
"Tolland","0901376290","Referred that are Evaluated","Percent","Birth to Three Indicators",93.94,100,96.97,96.67,95.65,90,100,100
"Tolland","0901376290","Total Eligible","Number","Birth to Three Indicators",17,16,21,17,16,10,10,20
"Tolland","0901376290","Total Eligible","Percent","Birth to Three Indicators",11.81,10.13,13.82,11.89,11.59,10.1,10.99,17.24
"Tolland","0901376290","Total Served","Number","Birth to Three Indicators",17,15,21,17,16,8,9,16
"Tolland","0901376290","Total Served","Percent","Birth to Three Indicators",11.81,9.49,13.82,11.89,11.59,8.08,9.89,13.79
"Torrington","0900576570","Eligible that Exit to ECSE","Percent","Birth to Three Indicators",41.86,50,29.41,42.86,38,34.55,55.32,44.07
"Torrington","0900576570","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",93.02,97.73,98.04,97.96,96,96.36,97.87,94.92
"Torrington","0900576570","Evaluated that are Eligible","Percent","Birth to Three Indicators",58.11,63.77,66.23,70,69.44,63.22,66.2,67.05
"Torrington","0900576570","Evaluations","Number","Birth to Three Indicators",74,69,77,70,72,87,71,88
"Torrington","0900576570","Evaluations","Percent","Birth to Three Indicators",18.45,16.79,17.11,16.83,18.41,21.64,18.64,23.53
"Torrington","0900576570","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",18,22,15,21,19,19,26,26
"Torrington","0900576570","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",4.49,5.35,3.33,5.05,4.86,4.73,6.82,6.95
"Torrington","0900576570","IFSP Receiving Services","Percent","Birth to Three Indicators",97.5,97.67,98,100,97.92,98.11,95.65,100
"Torrington","0900576570","Individualized Family Service Plans","Number","Birth to Three Indicators",40,43,50,48,48,53,46,56
"Torrington","0900576570","Individualized Family Service Plans","Percent","Birth to Three Indicators",9.98,10.46,11.11,11.54,12.28,13.18,12.07,14.97
"Torrington","0900576570","Referrals","Number","Birth to Three Indicators",78,74,80,75,75,91,80,89
"Torrington","0900576570","Referrals","Percent","Birth to Three Indicators",19.45,18,17.78,18.03,19.18,22.64,21,23.8
"Torrington","0900576570","Referred that are Evaluated","Percent","Birth to Three Indicators",94.87,93.24,96.25,93.33,96,95.6,88.75,98.88
"Torrington","0900576570","Total Eligible","Number","Birth to Three Indicators",43,44,51,49,50,55,47,59
"Torrington","0900576570","Total Eligible","Percent","Birth to Three Indicators",10.72,10.71,11.33,11.78,12.79,13.68,12.34,15.78
"Torrington","0900576570","Total Served","Number","Birth to Three Indicators",39,42,49,48,47,52,44,56
"Torrington","0900576570","Total Served","Percent","Birth to Three Indicators",9.73,10.22,10.89,11.54,12.02,12.94,11.55,14.97
"Trumbull","0900177200","Eligible that Exit to ECSE","Percent","Birth to Three Indicators",66.67,61.9,47.5,50,40,37.5,50,65.71
"Trumbull","0900177200","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",97.62,92.86,100,100,96.67,90.62,87.5,88.57
"Trumbull","0900177200","Evaluated that are Eligible","Percent","Birth to Three Indicators",63.64,62.69,60.61,63.77,54.55,66.67,57.14,55.56
"Trumbull","0900177200","Evaluations","Number","Birth to Three Indicators",66,67,66,69,55,48,56,63
"Trumbull","0900177200","Evaluations","Percent","Birth to Three Indicators",18.75,19.09,18.33,21.17,19.3,16.9,22.49,23.25
"Trumbull","0900177200","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",28,26,19,22,12,12,16,23
"Trumbull","0900177200","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",7.95,7.41,5.28,6.75,4.21,4.23,6.43,8.49
"Trumbull","0900177200","IFSP Receiving Services","Percent","Birth to Three Indicators",97.56,100,97.5,93.18,96.55,96.55,96.43,96.77
"Trumbull","0900177200","Individualized Family Service Plans","Number","Birth to Three Indicators",41,39,40,44,29,29,28,31
"Trumbull","0900177200","Individualized Family Service Plans","Percent","Birth to Three Indicators",11.65,11.11,11.11,13.5,10.18,10.21,11.24,11.44
"Trumbull","0900177200","Referrals","Number","Birth to Three Indicators",69,71,68,71,57,52,59,67
"Trumbull","0900177200","Referrals","Percent","Birth to Three Indicators",19.6,20.23,18.89,21.78,20,18.31,23.69,24.72
"Trumbull","0900177200","Referred that are Evaluated","Percent","Birth to Three Indicators",95.65,94.37,97.06,97.18,96.49,92.31,94.92,94.03
"Trumbull","0900177200","Total Eligible","Number","Birth to Three Indicators",42,42,40,44,30,32,32,35
"Trumbull","0900177200","Total Eligible","Percent","Birth to Three Indicators",11.93,11.97,11.11,13.5,10.53,11.27,12.85,12.92
"Trumbull","0900177200","Total Served","Number","Birth to Three Indicators",40,39,39,41,28,28,27,30
"Trumbull","0900177200","Total Served","Percent","Birth to Three Indicators",11.36,11.11,10.83,12.58,9.82,9.86,10.84,11.07
"Vernon","0901378250","Eligible that Exit to ECSE","Percent","Birth to Three Indicators",46.51,62.86,45.71,45.95,51.16,52.5,65.71,47.73
"Vernon","0901378250","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",93.02,97.14,94.29,97.3,90.7,95,100,95.45
"Vernon","0901378250","Evaluated that are Eligible","Percent","Birth to Three Indicators",72.88,74.47,66.04,63.79,69.35,56.34,67.31,74.58
"Vernon","0901378250","Evaluations","Number","Birth to Three Indicators",59,47,53,58,62,71,52,59
"Vernon","0901378250","Evaluations","Percent","Birth to Three Indicators",15.36,13.54,15.32,16.2,18.13,19.03,15.43,16.81
"Vernon","0901378250","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",20,22,16,17,22,21,23,21
"Vernon","0901378250","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",5.21,6.34,4.62,4.75,6.43,5.63,6.82,5.98
"Vernon","0901378250","IFSP Receiving Services","Percent","Birth to Three Indicators",92.5,100,96.97,97.22,100,97.37,91.43,100
"Vernon","0901378250","Individualized Family Service Plans","Number","Birth to Three Indicators",40,34,33,36,39,38,35,42
"Vernon","0901378250","Individualized Family Service Plans","Percent","Birth to Three Indicators",10.42,9.8,9.54,10.06,11.4,10.19,10.39,11.97
"Vernon","0901378250","Referrals","Number","Birth to Three Indicators",63,51,56,62,67,79,55,62
"Vernon","0901378250","Referrals","Percent","Birth to Three Indicators",16.41,14.7,16.18,17.32,19.59,21.18,16.32,17.66
"Vernon","0901378250","Referred that are Evaluated","Percent","Birth to Three Indicators",93.65,92.16,94.64,93.55,92.54,89.87,94.55,95.16
"Vernon","0901378250","Total Eligible","Number","Birth to Three Indicators",43,35,35,37,43,40,35,44
"Vernon","0901378250","Total Eligible","Percent","Birth to Three Indicators",11.2,10.09,10.12,10.34,12.57,10.72,10.39,12.54
"Vernon","0901378250","Total Served","Number","Birth to Three Indicators",37,34,32,35,39,37,32,42
"Vernon","0901378250","Total Served","Percent","Birth to Three Indicators",9.64,9.8,9.25,9.78,11.4,9.92,9.5,11.97
"Wallingford","0900978740","Eligible that Exit to ECSE","Percent","Birth to Three Indicators",46.67,29.79,47.37,54.29,54.35,44.9,47.92,42.5
"Wallingford","0900978740","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",95.56,95.74,92.11,94.29,100,95.92,93.75,90
"Wallingford","0900978740","Evaluated that are Eligible","Percent","Birth to Three Indicators",59.21,71.21,45.78,54.69,59.74,62.03,63.16,62.5
"Wallingford","0900978740","Evaluations","Number","Birth to Three Indicators",76,66,83,64,77,79,76,64
"Wallingford","0900978740","Evaluations","Percent","Birth to Three Indicators",15.73,15.53,17.7,14.92,17.74,20.41,18.23,17.98
"Wallingford","0900978740","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",21,14,18,19,25,22,23,17
"Wallingford","0900978740","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",4.35,3.29,3.84,4.43,5.76,5.68,5.52,4.78
"Wallingford","0900978740","IFSP Receiving Services","Percent","Birth to Three Indicators",97.67,100,100,96.97,95.65,100,100,97.22
"Wallingford","0900978740","Individualized Family Service Plans","Number","Birth to Three Indicators",43,45,35,33,46,47,45,36
"Wallingford","0900978740","Individualized Family Service Plans","Percent","Birth to Three Indicators",8.9,10.59,7.46,7.69,10.6,12.14,10.79,10.11
"Wallingford","0900978740","Referrals","Number","Birth to Three Indicators",82,74,89,67,84,82,78,67
"Wallingford","0900978740","Referrals","Percent","Birth to Three Indicators",16.98,17.41,18.98,15.62,19.35,21.19,18.71,18.82
"Wallingford","0900978740","Referred that are Evaluated","Percent","Birth to Three Indicators",92.68,89.19,93.26,95.52,91.67,96.34,97.44,95.52
"Wallingford","0900978740","Total Eligible","Number","Birth to Three Indicators",45,47,38,35,46,49,48,40
"Wallingford","0900978740","Total Eligible","Percent","Birth to Three Indicators",9.32,11.06,8.1,8.16,10.6,12.66,11.51,11.24
"Wallingford","0900978740","Total Served","Number","Birth to Three Indicators",42,45,35,32,44,47,45,35
"Wallingford","0900978740","Total Served","Percent","Birth to Three Indicators",8.7,10.59,7.46,7.46,10.14,12.14,10.79,9.83
"Waterbury","0900980070","Eligible that Exit to ECSE","Percent","Birth to Three Indicators",38.46,42.53,38.89,46.53,38.95,45.02,48.54,49.27
"Waterbury","0900980070","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",91.12,95.48,95.45,96.53,96.32,94.79,96.12,95.12
"Waterbury","0900980070","Evaluated that are Eligible","Percent","Birth to Three Indicators",69.55,69.72,59.46,61.59,61.69,67.63,64.38,66.56
"Waterbury","0900980070","Evaluations","Number","Birth to Three Indicators",243,317,333,328,308,312,320,308
"Waterbury","0900980070","Evaluations","Percent","Birth to Three Indicators",14.88,19.21,18.31,19.06,18.36,20.22,20.36,20.34
"Waterbury","0900980070","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",65,94,77,94,74,95,100,101
"Waterbury","0900980070","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",3.98,5.7,4.23,5.46,4.41,6.16,6.36,6.67
"Waterbury","0900980070","IFSP Receiving Services","Percent","Birth to Three Indicators",98.05,98.1,95.77,98.46,97.81,98.5,96.97,97.44
"Waterbury","0900980070","Individualized Family Service Plans","Number","Birth to Three Indicators",154,211,189,195,183,200,198,195
"Waterbury","0900980070","Individualized Family Service Plans","Percent","Birth to Three Indicators",9.43,12.79,10.39,11.33,10.91,12.96,12.6,12.88
"Waterbury","0900980070","Referrals","Number","Birth to Three Indicators",263,345,357,358,336,334,346,336
"Waterbury","0900980070","Referrals","Percent","Birth to Three Indicators",16.11,20.91,19.63,20.8,20.02,21.65,22.01,22.19
"Waterbury","0900980070","Referred that are Evaluated","Percent","Birth to Three Indicators",92.4,91.88,93.28,91.62,91.67,93.41,92.49,91.67
"Waterbury","0900980070","Total Eligible","Number","Birth to Three Indicators",169,221,198,202,190,211,206,205
"Waterbury","0900980070","Total Eligible","Percent","Birth to Three Indicators",10.35,13.39,10.89,11.74,11.32,13.67,13.1,13.54
"Waterbury","0900980070","Total Served","Number","Birth to Three Indicators",151,207,181,192,179,197,192,190
"Waterbury","0900980070","Total Served","Percent","Birth to Three Indicators",9.25,12.55,9.95,11.16,10.67,12.77,12.21,12.55
"Waterford","0901180280","Eligible that Exit to ECSE","Percent","Birth to Three Indicators",43.48,47.37,42.11,41.18,70,58.33,54.55,40
"Waterford","0901180280","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",95.65,94.74,94.74,88.24,100,100,95.45,93.33
"Waterford","0901180280","Evaluated that are Eligible","Percent","Birth to Three Indicators",71.88,79.17,73.08,60.71,52.63,60,64.71,60
"Waterford","0901180280","Evaluations","Number","Birth to Three Indicators",32,24,26,28,19,20,34,25
"Waterford","0901180280","Evaluations","Percent","Birth to Three Indicators",19.28,14.81,15.57,18.06,13.77,12.58,25.19,17.61
"Waterford","0901180280","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",10,9,8,7,7,7,12,6
"Waterford","0901180280","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",6.02,5.56,4.79,4.52,5.07,4.4,8.89,4.23
"Waterford","0901180280","IFSP Receiving Services","Percent","Birth to Three Indicators",95.45,94.44,100,86.67,90,91.67,100,92.86
"Waterford","0901180280","Individualized Family Service Plans","Number","Birth to Three Indicators",22,18,18,15,10,12,21,14
"Waterford","0901180280","Individualized Family Service Plans","Percent","Birth to Three Indicators",13.25,11.11,10.78,9.68,7.25,7.55,15.56,9.86
"Waterford","0901180280","Referrals","Number","Birth to Three Indicators",32,25,27,29,20,22,35,27
"Waterford","0901180280","Referrals","Percent","Birth to Three Indicators",19.28,15.43,16.17,18.71,14.49,13.84,25.93,19.01
"Waterford","0901180280","Referred that are Evaluated","Percent","Birth to Three Indicators",100,96,96.3,96.55,95,90.91,97.14,92.59
"Waterford","0901180280","Total Eligible","Number","Birth to Three Indicators",23,19,19,17,10,12,22,15
"Waterford","0901180280","Total Eligible","Percent","Birth to Three Indicators",13.86,11.73,11.38,10.97,7.25,7.55,16.3,10.56
"Waterford","0901180280","Total Served","Number","Birth to Three Indicators",21,17,18,13,9,11,21,13
"Waterford","0901180280","Total Served","Percent","Birth to Three Indicators",12.65,10.49,10.78,8.39,6.52,6.92,15.56,9.15
"Watertown","0900580490","Eligible that Exit to ECSE","Percent","Birth to Three Indicators",42.86,35.29,55,40.91,50,47.37,57.14,68.42
"Watertown","0900580490","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,100,100,95.45,95,73.68,85.71,84.21
"Watertown","0900580490","Evaluated that are Eligible","Percent","Birth to Three Indicators",53.85,53.12,58.82,56.41,62.5,67.86,51.85,73.08
"Watertown","0900580490","Evaluations","Number","Birth to Three Indicators",26,32,34,39,32,28,27,26
"Watertown","0900580490","Evaluations","Percent","Birth to Three Indicators",13.4,14.88,16.83,20.42,17.11,15.56,15.79,15.95
"Watertown","0900580490","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",6,6,11,9,10,9,8,13
"Watertown","0900580490","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",3.09,2.79,5.45,4.71,5.35,5,4.68,7.98
"Watertown","0900580490","IFSP Receiving Services","Percent","Birth to Three Indicators",100,100,100,100,94.74,92.86,91.67,93.75
"Watertown","0900580490","Individualized Family Service Plans","Number","Birth to Three Indicators",14,17,20,21,19,14,12,16
"Watertown","0900580490","Individualized Family Service Plans","Percent","Birth to Three Indicators",7.22,7.91,9.9,10.99,10.16,7.78,7.02,9.82
"Watertown","0900580490","Referrals","Number","Birth to Three Indicators",26,33,35,40,34,29,30,28
"Watertown","0900580490","Referrals","Percent","Birth to Three Indicators",13.4,15.35,17.33,20.94,18.18,16.11,17.54,17.18
"Watertown","0900580490","Referred that are Evaluated","Percent","Birth to Three Indicators",100,96.97,97.14,97.5,94.12,96.55,90,92.86
"Watertown","0900580490","Total Eligible","Number","Birth to Three Indicators",14,17,20,22,20,19,14,19
