"Town","FIPS","Indicator","Measure Type","Variable","Year","Value"
"Orange","0900957600","Referrals","Percent","Birth to Three Indicators","2012",7.37
"Oxford","0900958300","Evaluations","Number","Birth to Three Indicators","2012",16
"Oxford","0900958300","Evaluations","Percent","Birth to Three Indicators","2012",17.98
"Oxford","0900958300","Referrals","Number","Birth to Three Indicators","2012",17
"Oxford","0900958300","Referrals","Percent","Birth to Three Indicators","2012",19.1
"Oxford","0900958300","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",94.12
"Plainfield","0901559980","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2012",42.42
"Plainfield","0901559980","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",96.97
"Plainfield","0901559980","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",78.57
"Plainfield","0901559980","Evaluations","Number","Birth to Three Indicators","2012",42
"Plainfield","0901559980","Evaluations","Percent","Birth to Three Indicators","2012",25.45
"Plainfield","0901559980","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2012",14
"Plainfield","0901559980","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2012",8.48
"Plainfield","0901559980","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",93.75
"Plainfield","0901559980","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",32
"Plainfield","0901559980","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",19.39
"Plainfield","0901559980","Referrals","Number","Birth to Three Indicators","2012",45
"Plainfield","0901559980","Referrals","Percent","Birth to Three Indicators","2012",27.27
"Plainfield","0901559980","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",93.33
"Plainfield","0901559980","Total Eligible","Number","Birth to Three Indicators","2012",33
"Plainfield","0901559980","Total Eligible","Percent","Birth to Three Indicators","2012",20
"Plainfield","0901559980","Total Served","Number","Birth to Three Indicators","2012",30
"Plainfield","0901559980","Total Served","Percent","Birth to Three Indicators","2012",18.18
"Plainville","0900360120","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2012",36.36
"Plainville","0900360120","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",95.45
"Plainville","0900360120","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",81.48
"Plainville","0900360120","Evaluations","Number","Birth to Three Indicators","2012",27
"Plainville","0900360120","Evaluations","Percent","Birth to Three Indicators","2012",16.46
"Plainville","0900360120","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2012",8
"Plainville","0900360120","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2012",4.88
"Plainville","0900360120","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",90.48
"Plainville","0900360120","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",21
"Plainville","0900360120","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",12.8
"Plainville","0900360120","Referrals","Number","Birth to Three Indicators","2012",28
"Plainville","0900360120","Referrals","Percent","Birth to Three Indicators","2012",17.07
"Plainville","0900360120","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",96.43
"Plainville","0900360120","Total Eligible","Number","Birth to Three Indicators","2012",22
"Plainville","0900360120","Total Eligible","Percent","Birth to Three Indicators","2012",13.41
"Plainville","0900360120","Total Served","Number","Birth to Three Indicators","2012",19
"Plainville","0900360120","Total Served","Percent","Birth to Three Indicators","2012",11.59
"Plymouth","0900560750","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",92.31
"Plymouth","0900560750","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",59.09
"Plymouth","0900560750","Evaluations","Number","Birth to Three Indicators","2012",22
"Plymouth","0900560750","Evaluations","Percent","Birth to Three Indicators","2012",22
"Plymouth","0900560750","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",100
"Plymouth","0900560750","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",12
"Plymouth","0900560750","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",12
"Plymouth","0900560750","Referrals","Number","Birth to Three Indicators","2012",24
"Plymouth","0900560750","Referrals","Percent","Birth to Three Indicators","2012",24
"Plymouth","0900560750","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",91.67
"Plymouth","0900560750","Total Eligible","Number","Birth to Three Indicators","2012",13
"Plymouth","0900560750","Total Eligible","Percent","Birth to Three Indicators","2012",13
"Plymouth","0900560750","Total Served","Number","Birth to Three Indicators","2012",12
"Plymouth","0900560750","Total Served","Percent","Birth to Three Indicators","2012",12
"Portland","0900761800","Evaluations","Number","Birth to Three Indicators","2012",17
"Portland","0900761800","Evaluations","Percent","Birth to Three Indicators","2012",17
"Portland","0900761800","Referrals","Number","Birth to Three Indicators","2012",17
"Portland","0900761800","Referrals","Percent","Birth to Three Indicators","2012",17
"Portland","0900761800","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",100
"Prospect","0900962290","Evaluations","Number","Birth to Three Indicators","2012",17
"Prospect","0900962290","Evaluations","Percent","Birth to Three Indicators","2012",22.08
"Prospect","0900962290","Referrals","Number","Birth to Three Indicators","2012",17
"Prospect","0900962290","Referrals","Percent","Birth to Three Indicators","2012",22.08
"Prospect","0900962290","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",100
"Putnam","0901562710","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",96.77
"Putnam","0901562710","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",93.94
"Putnam","0901562710","Evaluations","Number","Birth to Three Indicators","2012",33
"Putnam","0901562710","Evaluations","Percent","Birth to Three Indicators","2012",25.78
"Putnam","0901562710","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",100
"Putnam","0901562710","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",30
"Putnam","0901562710","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",23.44
"Putnam","0901562710","Referrals","Number","Birth to Three Indicators","2012",35
"Putnam","0901562710","Referrals","Percent","Birth to Three Indicators","2012",27.34
"Putnam","0901562710","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",94.29
"Putnam","0901562710","Total Eligible","Number","Birth to Three Indicators","2012",31
"Putnam","0901562710","Total Eligible","Percent","Birth to Three Indicators","2012",24.22
"Putnam","0901562710","Total Served","Number","Birth to Three Indicators","2012",30
"Putnam","0901562710","Total Served","Percent","Birth to Three Indicators","2012",23.44
"Redding","0900163480","Evaluations","Number","Birth to Three Indicators","2012",9
"Redding","0900163480","Evaluations","Percent","Birth to Three Indicators","2012",20.45
"Redding","0900163480","Referrals","Number","Birth to Three Indicators","2012",10
"Redding","0900163480","Referrals","Percent","Birth to Three Indicators","2012",22.73
"Redding","0900163480","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",90
"Ridgefield","0900163970","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",90
"Ridgefield","0900163970","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",45.45
"Ridgefield","0900163970","Evaluations","Number","Birth to Three Indicators","2012",44
"Ridgefield","0900163970","Evaluations","Percent","Birth to Three Indicators","2012",28.76
"Ridgefield","0900163970","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",100
"Ridgefield","0900163970","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",18
"Ridgefield","0900163970","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",11.76
"Ridgefield","0900163970","Referrals","Number","Birth to Three Indicators","2012",45
"Ridgefield","0900163970","Referrals","Percent","Birth to Three Indicators","2012",29.41
"Ridgefield","0900163970","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",97.78
"Ridgefield","0900163970","Total Eligible","Number","Birth to Three Indicators","2012",20
"Ridgefield","0900163970","Total Eligible","Percent","Birth to Three Indicators","2012",13.07
"Ridgefield","0900163970","Total Served","Number","Birth to Three Indicators","2012",18
"Ridgefield","0900163970","Total Served","Percent","Birth to Three Indicators","2012",11.76
"Rocky Hill","0900365370","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2012",47.37
"Rocky Hill","0900365370","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",89.47
"Rocky Hill","0900365370","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",73.08
"Rocky Hill","0900365370","Evaluations","Number","Birth to Three Indicators","2012",26
"Rocky Hill","0900365370","Evaluations","Percent","Birth to Three Indicators","2012",14.21
"Rocky Hill","0900365370","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2012",9
"Rocky Hill","0900365370","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2012",4.92
"Rocky Hill","0900365370","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",100
"Rocky Hill","0900365370","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",17
"Rocky Hill","0900365370","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",9.29
"Rocky Hill","0900365370","Referrals","Number","Birth to Three Indicators","2012",28
"Rocky Hill","0900365370","Referrals","Percent","Birth to Three Indicators","2012",15.3
"Rocky Hill","0900365370","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",92.86
"Rocky Hill","0900365370","Total Eligible","Number","Birth to Three Indicators","2012",19
"Rocky Hill","0900365370","Total Eligible","Percent","Birth to Three Indicators","2012",10.38
"Rocky Hill","0900365370","Total Served","Number","Birth to Three Indicators","2012",17
"Rocky Hill","0900365370","Total Served","Percent","Birth to Three Indicators","2012",9.29
"Seymour","0900967610","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",78.57
"Seymour","0900967610","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",50
"Seymour","0900967610","Evaluations","Number","Birth to Three Indicators","2012",28
"Seymour","0900967610","Evaluations","Percent","Birth to Three Indicators","2012",19.18
"Seymour","0900967610","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",100
"Seymour","0900967610","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",11
"Seymour","0900967610","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",7.53
"Seymour","0900967610","Referrals","Number","Birth to Three Indicators","2012",28
"Seymour","0900967610","Referrals","Percent","Birth to Three Indicators","2012",19.18
"Seymour","0900967610","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",100
"Seymour","0900967610","Total Eligible","Number","Birth to Three Indicators","2012",14
"Seymour","0900967610","Total Eligible","Percent","Birth to Three Indicators","2012",9.59
"Seymour","0900967610","Total Served","Number","Birth to Three Indicators","2012",11
"Seymour","0900967610","Total Served","Percent","Birth to Three Indicators","2012",7.53
"Shelton","0900168170","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2012",53.57
"Shelton","0900168170","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",96.43
"Shelton","0900168170","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",60.87
"Shelton","0900168170","Evaluations","Number","Birth to Three Indicators","2012",46
"Shelton","0900168170","Evaluations","Percent","Birth to Three Indicators","2012",15.13
"Shelton","0900168170","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2012",15
"Shelton","0900168170","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2012",4.93
"Shelton","0900168170","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",100
"Shelton","0900168170","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",27
"Shelton","0900168170","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",8.88
"Shelton","0900168170","Referrals","Number","Birth to Three Indicators","2012",49
"Shelton","0900168170","Referrals","Percent","Birth to Three Indicators","2012",16.12
"Shelton","0900168170","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",93.88
"Shelton","0900168170","Total Eligible","Number","Birth to Three Indicators","2012",28
"Shelton","0900168170","Total Eligible","Percent","Birth to Three Indicators","2012",9.21
"Shelton","0900168170","Total Served","Number","Birth to Three Indicators","2012",27
"Shelton","0900168170","Total Served","Percent","Birth to Three Indicators","2012",8.88
"Simsbury","0900368940","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",86.67
"Simsbury","0900368940","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",75
"Simsbury","0900368940","Evaluations","Number","Birth to Three Indicators","2012",40
"Simsbury","0900368940","Evaluations","Percent","Birth to Three Indicators","2012",24.39
"Simsbury","0900368940","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",100
"Simsbury","0900368940","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",26
"Simsbury","0900368940","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",15.85
"Simsbury","0900368940","Referrals","Number","Birth to Three Indicators","2012",42
"Simsbury","0900368940","Referrals","Percent","Birth to Three Indicators","2012",25.61
"Simsbury","0900368940","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",95.24
"Simsbury","0900368940","Total Eligible","Number","Birth to Three Indicators","2012",30
"Simsbury","0900368940","Total Eligible","Percent","Birth to Three Indicators","2012",18.29
"Simsbury","0900368940","Total Served","Number","Birth to Three Indicators","2012",26
"Simsbury","0900368940","Total Served","Percent","Birth to Three Indicators","2012",15.85
"Somers","0901369220","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",85.71
"Somers","0901369220","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",50
"Somers","0901369220","Evaluations","Number","Birth to Three Indicators","2012",14
"Somers","0901369220","Evaluations","Percent","Birth to Three Indicators","2012",23.73
"Somers","0901369220","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",100
"Somers","0901369220","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",6
"Somers","0901369220","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",10.17
"Somers","0901369220","Referrals","Number","Birth to Three Indicators","2012",14
"Somers","0901369220","Referrals","Percent","Birth to Three Indicators","2012",23.73
"Somers","0901369220","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",100
"Somers","0901369220","Total Eligible","Number","Birth to Three Indicators","2012",7
"Somers","0901369220","Total Eligible","Percent","Birth to Three Indicators","2012",11.86
"Somers","0901369220","Total Served","Number","Birth to Three Indicators","2012",6
"Somers","0901369220","Total Served","Percent","Birth to Three Indicators","2012",10.17
"South Windsor","0900371390","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2012",69.57
"South Windsor","0900371390","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",95.65
"South Windsor","0900371390","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",67.65
"South Windsor","0900371390","Evaluations","Number","Birth to Three Indicators","2012",34
"South Windsor","0900371390","Evaluations","Percent","Birth to Three Indicators","2012",15.45
"South Windsor","0900371390","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2012",16
"South Windsor","0900371390","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2012",7.27
"South Windsor","0900371390","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",95.45
"South Windsor","0900371390","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",22
"South Windsor","0900371390","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",10
"South Windsor","0900371390","Referrals","Number","Birth to Three Indicators","2012",34
"South Windsor","0900371390","Referrals","Percent","Birth to Three Indicators","2012",15.45
"South Windsor","0900371390","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",100
"South Windsor","0900371390","Total Eligible","Number","Birth to Three Indicators","2012",23
"South Windsor","0900371390","Total Eligible","Percent","Birth to Three Indicators","2012",10.45
"South Windsor","0900371390","Total Served","Number","Birth to Three Indicators","2012",21
"South Windsor","0900371390","Total Served","Percent","Birth to Three Indicators","2012",9.55
"Southbury","0900969640","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",92.31
"Southbury","0900969640","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",65
"Southbury","0900969640","Evaluations","Number","Birth to Three Indicators","2012",20
"Southbury","0900969640","Evaluations","Percent","Birth to Three Indicators","2012",20.41
"Southbury","0900969640","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",100
"Southbury","0900969640","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",12
"Southbury","0900969640","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",12.24
"Southbury","0900969640","Referrals","Number","Birth to Three Indicators","2012",22
"Southbury","0900969640","Referrals","Percent","Birth to Three Indicators","2012",22.45
"Southbury","0900969640","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",90.91
"Southbury","0900969640","Total Eligible","Number","Birth to Three Indicators","2012",13
"Southbury","0900969640","Total Eligible","Percent","Birth to Three Indicators","2012",13.27
"Southbury","0900969640","Total Served","Number","Birth to Three Indicators","2012",12
"Southbury","0900969640","Total Served","Percent","Birth to Three Indicators","2012",12.24
"Southington","0900370550","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2012",50
"Southington","0900370550","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",96.15
"Southington","0900370550","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",74.29
"Southington","0900370550","Evaluations","Number","Birth to Three Indicators","2012",70
"Southington","0900370550","Evaluations","Percent","Birth to Three Indicators","2012",21.81
"Southington","0900370550","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2012",26
"Southington","0900370550","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2012",8.1
"Southington","0900370550","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",94
"Southington","0900370550","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",50
"Southington","0900370550","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",15.58
"Southington","0900370550","Referrals","Number","Birth to Three Indicators","2012",74
"Southington","0900370550","Referrals","Percent","Birth to Three Indicators","2012",23.05
"Southington","0900370550","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",94.59
"Southington","0900370550","Total Eligible","Number","Birth to Three Indicators","2012",52
"Southington","0900370550","Total Eligible","Percent","Birth to Three Indicators","2012",16.2
"Southington","0900370550","Total Served","Number","Birth to Three Indicators","2012",47
"Southington","0900370550","Total Served","Percent","Birth to Three Indicators","2012",14.64
"Stafford","0901372090","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",100
"Stafford","0901372090","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",60
"Stafford","0901372090","Evaluations","Number","Birth to Three Indicators","2012",20
"Stafford","0901372090","Evaluations","Percent","Birth to Three Indicators","2012",21.05
"Stafford","0901372090","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",100
"Stafford","0901372090","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",12
"Stafford","0901372090","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",12.63
"Stafford","0901372090","Referrals","Number","Birth to Three Indicators","2012",22
"Stafford","0901372090","Referrals","Percent","Birth to Three Indicators","2012",23.16
"Stafford","0901372090","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",90.91
"Stafford","0901372090","Total Eligible","Number","Birth to Three Indicators","2012",12
"Stafford","0901372090","Total Eligible","Percent","Birth to Three Indicators","2012",12.63
"Stafford","0901372090","Total Served","Number","Birth to Three Indicators","2012",12
"Stafford","0901372090","Total Served","Percent","Birth to Three Indicators","2012",12.63
"Stamford","0900173070","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2012",40.64
"Stamford","0900173070","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",96.35
"Stamford","0900173070","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",76.31
"Stamford","0900173070","Evaluations","Number","Birth to Three Indicators","2012",287
"Stamford","0900173070","Evaluations","Percent","Birth to Three Indicators","2012",15.67
"Stamford","0900173070","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2012",89
"Stamford","0900173070","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2012",4.86
"Stamford","0900173070","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",96.68
"Stamford","0900173070","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",211
"Stamford","0900173070","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",11.52
"Stamford","0900173070","Referrals","Number","Birth to Three Indicators","2012",307
"Stamford","0900173070","Referrals","Percent","Birth to Three Indicators","2012",16.77
"Stamford","0900173070","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",93.49
"Stamford","0900173070","Total Eligible","Number","Birth to Three Indicators","2012",219
"Stamford","0900173070","Total Eligible","Percent","Birth to Three Indicators","2012",11.96
"Stamford","0900173070","Total Served","Number","Birth to Three Indicators","2012",204
"Stamford","0900173070","Total Served","Percent","Birth to Three Indicators","2012",11.14
"Stonington","0901173770","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",100
"Stonington","0901173770","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",65
"Stonington","0901173770","Evaluations","Number","Birth to Three Indicators","2012",20
"Stonington","0901173770","Evaluations","Percent","Birth to Three Indicators","2012",16.53
"Stonington","0901173770","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",84.62
"Stonington","0901173770","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",13
"Stonington","0901173770","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",10.74
"Stonington","0901173770","Referrals","Number","Birth to Three Indicators","2012",22
"Stonington","0901173770","Referrals","Percent","Birth to Three Indicators","2012",18.18
"Stonington","0901173770","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",90.91
"Stonington","0901173770","Total Eligible","Number","Birth to Three Indicators","2012",13
"Stonington","0901173770","Total Eligible","Percent","Birth to Three Indicators","2012",10.74
"Stonington","0901173770","Total Served","Number","Birth to Three Indicators","2012",11
"Stonington","0901173770","Total Served","Percent","Birth to Three Indicators","2012",9.09
"Stratford","0900174190","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2012",47.92
"Stratford","0900174190","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",97.92
"Stratford","0900174190","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",55.81
"Stratford","0900174190","Evaluations","Number","Birth to Three Indicators","2012",86
"Stratford","0900174190","Evaluations","Percent","Birth to Three Indicators","2012",16.7
"Stratford","0900174190","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2012",23
"Stratford","0900174190","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2012",4.47
"Stratford","0900174190","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",97.87
"Stratford","0900174190","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",47
"Stratford","0900174190","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",9.13
"Stratford","0900174190","Referrals","Number","Birth to Three Indicators","2012",95
"Stratford","0900174190","Referrals","Percent","Birth to Three Indicators","2012",18.45
"Stratford","0900174190","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",90.53
"Stratford","0900174190","Total Eligible","Number","Birth to Three Indicators","2012",48
"Stratford","0900174190","Total Eligible","Percent","Birth to Three Indicators","2012",9.32
"Stratford","0900174190","Total Served","Number","Birth to Three Indicators","2012",46
"Stratford","0900174190","Total Served","Percent","Birth to Three Indicators","2012",8.93
"Suffield","0900374540","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",100
"Suffield","0900374540","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",62.5
"Suffield","0900374540","Evaluations","Number","Birth to Three Indicators","2012",16
"Suffield","0900374540","Evaluations","Percent","Birth to Three Indicators","2012",21.33
"Suffield","0900374540","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",100
"Suffield","0900374540","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",10
"Suffield","0900374540","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",13.33
"Suffield","0900374540","Referrals","Number","Birth to Three Indicators","2012",17
"Suffield","0900374540","Referrals","Percent","Birth to Three Indicators","2012",22.67
"Suffield","0900374540","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",94.12
"Suffield","0900374540","Total Eligible","Number","Birth to Three Indicators","2012",10
"Suffield","0900374540","Total Eligible","Percent","Birth to Three Indicators","2012",13.33
"Suffield","0900374540","Total Served","Number","Birth to Three Indicators","2012",10
"Suffield","0900374540","Total Served","Percent","Birth to Three Indicators","2012",13.33
"Thomaston","0900575730","Evaluations","Number","Birth to Three Indicators","2012",12
"Thomaston","0900575730","Evaluations","Percent","Birth to Three Indicators","2012",22.22
"Thomaston","0900575730","Referrals","Number","Birth to Three Indicators","2012",12
"Thomaston","0900575730","Referrals","Percent","Birth to Three Indicators","2012",22.22
"Thomaston","0900575730","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",100
"Thompson","0901575870","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",88.24
"Thompson","0901575870","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",85
"Thompson","0901575870","Evaluations","Number","Birth to Three Indicators","2012",20
"Thompson","0901575870","Evaluations","Percent","Birth to Three Indicators","2012",23.53
"Thompson","0901575870","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",93.33
"Thompson","0901575870","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",15
"Thompson","0901575870","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",17.65
"Thompson","0901575870","Referrals","Number","Birth to Three Indicators","2012",20
"Thompson","0901575870","Referrals","Percent","Birth to Three Indicators","2012",23.53
"Thompson","0901575870","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",100
"Thompson","0901575870","Total Eligible","Number","Birth to Three Indicators","2012",17
"Thompson","0901575870","Total Eligible","Percent","Birth to Three Indicators","2012",20
"Thompson","0901575870","Total Served","Number","Birth to Three Indicators","2012",14
"Thompson","0901575870","Total Served","Percent","Birth to Three Indicators","2012",16.47
"Tolland","0901376290","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",80
"Tolland","0901376290","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",74.07
"Tolland","0901376290","Evaluations","Number","Birth to Three Indicators","2012",27
"Tolland","0901376290","Evaluations","Percent","Birth to Three Indicators","2012",23.28
"Tolland","0901376290","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",100
"Tolland","0901376290","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",16
"Tolland","0901376290","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",13.79
"Tolland","0901376290","Referrals","Number","Birth to Three Indicators","2012",27
"Tolland","0901376290","Referrals","Percent","Birth to Three Indicators","2012",23.28
"Tolland","0901376290","Referred that are Evaluated","Percent","Birth to Three Indicators","2012",100
"Tolland","0901376290","Total Eligible","Number","Birth to Three Indicators","2012",20
"Tolland","0901376290","Total Eligible","Percent","Birth to Three Indicators","2012",17.24
"Tolland","0901376290","Total Served","Number","Birth to Three Indicators","2012",16
"Tolland","0901376290","Total Served","Percent","Birth to Three Indicators","2012",13.79
"Torrington","0900576570","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2012",44.07
"Torrington","0900576570","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2012",94.92
"Torrington","0900576570","Evaluated that are Eligible","Percent","Birth to Three Indicators","2012",67.05
"Torrington","0900576570","Evaluations","Number","Birth to Three Indicators","2012",88
"Torrington","0900576570","Evaluations","Percent","Birth to Three Indicators","2012",23.53
"Torrington","0900576570","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2012",26
"Torrington","0900576570","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2012",6.95
"Torrington","0900576570","IFSP Receiving Services","Percent","Birth to Three Indicators","2012",100
"Torrington","0900576570","Individualized Family Service Plans","Number","Birth to Three Indicators","2012",56
"Torrington","0900576570","Individualized Family Service Plans","Percent","Birth to Three Indicators","2012",14.97
"Torrington","0900576570","Referrals","Number","Birth to Three Indicators","2012",89
"Torrington","0900576570","Referrals","Percent","Birth to Three Indicators","2012",23.8
