"Town","FIPS","Year","Grant","Value"
"Ledyard","0901142600",2014,"Pequot Grants",940253.65
"Ledyard","0901142600",2014,"Elderly Freeze",0
"Ledyard","0901142600",2014,"DECD Tax Abatement",0
"Ledyard","0901142600",2014,"DECD PILOT Grant",0
"Ledyard","0901142600",2014,"LoCIP",111762
"Ledyard","0901142600",2014,"Town Aid Road",295910.23
"Ledyard","0901142600",2015,"Colleges & Hospitals PILOT",0
"Ledyard","0901142600",2015,"Elderly Circuit Breaker",69112.71
"Ledyard","0901142600",2015,"State Property PILOT",693547.7
"Ledyard","0901142600",2015,"Veterans' Exemption",5022.49
"Ledyard","0901142600",2015,"Disability Exemption",1044.91
"Ledyard","0901142600",2015,"Pequot Grants",949184.23
"Ledyard","0901142600",2015,"Elderly Freeze",0
"Ledyard","0901142600",2015,"DECD Tax Abatement",0
"Ledyard","0901142600",2015,"DECD PILOT Grant",0
"Ledyard","0901142600",2015,"LoCIP",111385
"Ledyard","0901142600",2015,"Town Aid Road",296103
"Ledyard","0901142600",2014,"Total",1867211.17
"Ledyard","0901142600",2015,"Total",2125400.04
"Lisbon","0901143230",2014,"Colleges & Hospitals PILOT",0
"Lisbon","0901143230",2014,"Elderly Circuit Breaker",22032.23
"Lisbon","0901143230",2014,"State Property PILOT",7117.61
"Lisbon","0901143230",2014,"Veterans' Exemption",2804.68
"Lisbon","0901143230",2014,"Disability Exemption",546.97
"Lisbon","0901143230",2014,"Pequot Grants",28967.34
"Lisbon","0901143230",2014,"Elderly Freeze",0
"Lisbon","0901143230",2014,"DECD Tax Abatement",0
"Lisbon","0901143230",2014,"DECD PILOT Grant",0
"Lisbon","0901143230",2014,"LoCIP",29421
"Lisbon","0901143230",2014,"Town Aid Road",176315.33
"Lisbon","0901143230",2015,"Colleges & Hospitals PILOT",0
"Lisbon","0901143230",2015,"Elderly Circuit Breaker",20725.36
"Lisbon","0901143230",2015,"State Property PILOT",7577.06
"Lisbon","0901143230",2015,"Veterans' Exemption",2334.27
"Lisbon","0901143230",2015,"Disability Exemption",531.87
"Lisbon","0901143230",2015,"Pequot Grants",29329.36
"Lisbon","0901143230",2015,"Elderly Freeze",0
"Lisbon","0901143230",2015,"DECD Tax Abatement",0
"Lisbon","0901143230",2015,"DECD PILOT Grant",0
"Lisbon","0901143230",2015,"LoCIP",28353
"Lisbon","0901143230",2015,"Town Aid Road",176428
"Lisbon","0901143230",2014,"Total",267205.16
"Lisbon","0901143230",2015,"Total",265278.92
"Lyme","0901144210",2014,"Colleges & Hospitals PILOT",181.86
"Lyme","0901144210",2014,"Elderly Circuit Breaker",22014.8
"Lyme","0901144210",2014,"State Property PILOT",15463.47
"Lyme","0901144210",2014,"Veterans' Exemption",334.63
"Lyme","0901144210",2014,"Disability Exemption",0
"Lyme","0901144210",2014,"Pequot Grants",6940.45
"Lyme","0901144210",2014,"Elderly Freeze",0
"Lyme","0901144210",2014,"DECD Tax Abatement",0
"Lyme","0901144210",2014,"DECD PILOT Grant",0
"Lyme","0901144210",2014,"LoCIP",25854
"Lyme","0901144210",2014,"Town Aid Road",180231.44
"Lyme","0901144210",2015,"Colleges & Hospitals PILOT",194.77
"Lyme","0901144210",2015,"Elderly Circuit Breaker",19827.61
"Lyme","0901144210",2015,"State Property PILOT",16460.9
"Lyme","0901144210",2015,"Veterans' Exemption",410.28
"Lyme","0901144210",2015,"Disability Exemption",0
"Lyme","0901144210",2015,"Pequot Grants",9112.73
"Lyme","0901144210",2015,"Elderly Freeze",0
"Lyme","0901144210",2015,"DECD Tax Abatement",0
"Lyme","0901144210",2015,"DECD PILOT Grant",0
"Lyme","0901144210",2015,"LoCIP",25763
"Lyme","0901144210",2015,"Town Aid Road",180143
"Lyme","0901144210",2014,"Total",251020.65
"Lyme","0901144210",2015,"Total",251912.29
"Montville","0901148900",2014,"Colleges & Hospitals PILOT",0
"Montville","0901148900",2014,"Elderly Circuit Breaker",105632.23
"Montville","0901148900",2014,"State Property PILOT",1489649.63
"Montville","0901148900",2014,"Veterans' Exemption",9169.45
"Montville","0901148900",2014,"Disability Exemption",3430.9
"Montville","0901148900",2014,"Pequot Grants",1486050.71
"Montville","0901148900",2014,"Elderly Freeze",0
"Montville","0901148900",2014,"DECD Tax Abatement",0
"Montville","0901148900",2014,"DECD PILOT Grant",0
"Montville","0901148900",2014,"LoCIP",144672
"Montville","0901148900",2014,"Town Aid Road",326633.2
"Montville","0901148900",2015,"Colleges & Hospitals PILOT",0
"Montville","0901148900",2015,"Elderly Circuit Breaker",108059.81
"Montville","0901148900",2015,"State Property PILOT",1979858.84
"Montville","0901148900",2015,"Veterans' Exemption",9463.93
"Montville","0901148900",2015,"Disability Exemption",3276.18
"Montville","0901148900",2015,"Pequot Grants",1068665.31
"Montville","0901148900",2015,"Elderly Freeze",0
"Montville","0901148900",2015,"DECD Tax Abatement",0
"Montville","0901148900",2015,"DECD PILOT Grant",0
"Montville","0901148900",2015,"LoCIP",145652
"Montville","0901148900",2015,"Town Aid Road",327476
"Montville","0901148900",2014,"Total",3565238.12
"Montville","0901148900",2015,"Total",3642452.07
"New London","0901152350",2014,"Colleges & Hospitals PILOT",4698208.37
"New London","0901152350",2014,"Elderly Circuit Breaker",104478.67
"New London","0901152350",2014,"State Property PILOT",376342.38
"New London","0901152350",2014,"Veterans' Exemption",6380.51
"New London","0901152350",2014,"Disability Exemption",2065.96
"New London","0901152350",2014,"Pequot Grants",1786209.59
"New London","0901152350",2014,"Elderly Freeze",0
"New London","0901152350",2014,"DECD Tax Abatement",0
"New London","0901152350",2014,"DECD PILOT Grant",0
"New London","0901152350",2014,"LoCIP",313951
"New London","0901152350",2014,"Town Aid Road",389683.64
"New London","0901152350",2015,"Colleges & Hospitals PILOT",5032101.74
"New London","0901152350",2015,"Elderly Circuit Breaker",94560.25
"New London","0901152350",2015,"State Property PILOT",414949.43
"New London","0901152350",2015,"Veterans' Exemption",7693.02
"New London","0901152350",2015,"Disability Exemption",2816.8
"New London","0901152350",2015,"Pequot Grants",1807956.26
"New London","0901152350",2015,"Elderly Freeze",0
"New London","0901152350",2015,"DECD Tax Abatement",0
"New London","0901152350",2015,"DECD PILOT Grant",0
"New London","0901152350",2015,"LoCIP",308565
"New London","0901152350",2015,"Town Aid Road",390188
"New London","0901152350",2014,"Total",7677320.12
"New London","0901152350",2015,"Total",8058830.5
"North Stonington","0901155500",2014,"Colleges & Hospitals PILOT",0
"North Stonington","0901155500",2014,"Elderly Circuit Breaker",38720.02
"North Stonington","0901155500",2014,"State Property PILOT",20445.4
"North Stonington","0901155500",2014,"Veterans' Exemption",7832.21
"North Stonington","0901155500",2014,"Disability Exemption",473.66
"North Stonington","0901155500",2014,"Pequot Grants",885205.84
"North Stonington","0901155500",2014,"Elderly Freeze",0
"North Stonington","0901155500",2014,"DECD Tax Abatement",0
"North Stonington","0901155500",2014,"DECD PILOT Grant",0
"North Stonington","0901155500",2014,"LoCIP",48378
"North Stonington","0901155500",2014,"Town Aid Road",239543.25
"North Stonington","0901155500",2015,"Colleges & Hospitals PILOT",0
"North Stonington","0901155500",2015,"Elderly Circuit Breaker",40436.26
"North Stonington","0901155500",2015,"State Property PILOT",23626.18
"North Stonington","0901155500",2015,"Veterans' Exemption",5989.16
"North Stonington","0901155500",2015,"Disability Exemption",550.84
"North Stonington","0901155500",2015,"Pequot Grants",893855.48
"North Stonington","0901155500",2015,"Elderly Freeze",0
"North Stonington","0901155500",2015,"DECD Tax Abatement",0
"North Stonington","0901155500",2015,"DECD PILOT Grant",0
"North Stonington","0901155500",2015,"LoCIP",47925
"North Stonington","0901155500",2015,"Town Aid Road",239744
"North Stonington","0901155500",2014,"Total",1240598.38
"North Stonington","0901155500",2015,"Total",1252126.92
"Norwich","0901156270",2014,"Colleges & Hospitals PILOT",748854.81
"Norwich","0901156270",2014,"Elderly Circuit Breaker",216737.39
"Norwich","0901156270",2014,"State Property PILOT",783722.42
"Norwich","0901156270",2014,"Veterans' Exemption",16584.47
"Norwich","0901156270",2014,"Disability Exemption",4087.59
"Norwich","0901156270",2014,"Pequot Grants",1982596.02
"Norwich","0901156270",2014,"Elderly Freeze",4000
"Norwich","0901156270",2014,"DECD Tax Abatement",0
"Norwich","0901156270",2014,"DECD PILOT Grant",157438
"Norwich","0901156270",2014,"LoCIP",329508
"Norwich","0901156270",2014,"Town Aid Road",501225.89
"Norwich","0901156270",2015,"Colleges & Hospitals PILOT",810449.18
"Norwich","0901156270",2015,"Elderly Circuit Breaker",212308.96
"Norwich","0901156270",2015,"State Property PILOT",804820.88
"Norwich","0901156270",2015,"Veterans' Exemption",27291.18
"Norwich","0901156270",2015,"Disability Exemption",5952.13
"Norwich","0901156270",2015,"Pequot Grants",2002691.82
"Norwich","0901156270",2015,"Elderly Freeze",2000
"Norwich","0901156270",2015,"DECD Tax Abatement",0
"Norwich","0901156270",2015,"DECD PILOT Grant",129713
"Norwich","0901156270",2015,"LoCIP",320837
"Norwich","0901156270",2015,"Town Aid Road",501077
"Norwich","0901156270",2014,"Total",4744754.59
"Norwich","0901156270",2015,"Total",4817141.15
"Old Lyme","0901157040",2014,"Colleges & Hospitals PILOT",34021.88
"Old Lyme","0901157040",2014,"Elderly Circuit Breaker",35323.28
"Old Lyme","0901157040",2014,"State Property PILOT",28161.39
"Old Lyme","0901157040",2014,"Veterans' Exemption",3859.36
"Old Lyme","0901157040",2014,"Disability Exemption",187.05
"Old Lyme","0901157040",2014,"Pequot Grants",13598.41
"Old Lyme","0901157040",2014,"Elderly Freeze",0
"Old Lyme","0901157040",2014,"DECD Tax Abatement",0
"Old Lyme","0901157040",2014,"DECD PILOT Grant",0
"Old Lyme","0901157040",2014,"LoCIP",49181
"Old Lyme","0901157040",2014,"Town Aid Road",229999.5
"Old Lyme","0901157040",2015,"Colleges & Hospitals PILOT",35058.94
"Old Lyme","0901157040",2015,"Elderly Circuit Breaker",29421.45
"Old Lyme","0901157040",2015,"State Property PILOT",30352.17
"Old Lyme","0901157040",2015,"Veterans' Exemption",5552.48
"Old Lyme","0901157040",2015,"Disability Exemption",197.41
"Old Lyme","0901157040",2015,"Pequot Grants",15319.17
"Old Lyme","0901157040",2015,"Elderly Freeze",0
"Old Lyme","0901157040",2015,"DECD Tax Abatement",0
"Old Lyme","0901157040",2015,"DECD PILOT Grant",0
"Old Lyme","0901157040",2015,"LoCIP",49195
"Old Lyme","0901157040",2015,"Town Aid Road",229908
"Old Lyme","0901157040",2014,"Total",394331.87
"Old Lyme","0901157040",2015,"Total",395004.62
"Preston","0901162150",2014,"Colleges & Hospitals PILOT",0
"Preston","0901162150",2014,"Elderly Circuit Breaker",23532.54
"Preston","0901162150",2014,"State Property PILOT",11014.97
"Preston","0901162150",2014,"Veterans' Exemption",861.05
"Preston","0901162150",2014,"Disability Exemption",354.98
"Preston","0901162150",2014,"Pequot Grants",1173411.71
"Preston","0901162150",2014,"Elderly Freeze",0
"Preston","0901162150",2014,"DECD Tax Abatement",0
"Preston","0901162150",2014,"DECD PILOT Grant",0
"Preston","0901162150",2014,"LoCIP",44833
"Preston","0901162150",2014,"Town Aid Road",199697.35
"Preston","0901162150",2015,"Colleges & Hospitals PILOT",0
"Preston","0901162150",2015,"Elderly Circuit Breaker",25945.38
"Preston","0901162150",2015,"State Property PILOT",16401.62
"Preston","0901162150",2015,"Veterans' Exemption",1313.29
"Preston","0901162150",2015,"Disability Exemption",335.3
"Preston","0901162150",2015,"Pequot Grants",1183655.85
"Preston","0901162150",2015,"Elderly Freeze",0
"Preston","0901162150",2015,"DECD Tax Abatement",0
"Preston","0901162150",2015,"DECD PILOT Grant",0
"Preston","0901162150",2015,"LoCIP",44286
"Preston","0901162150",2015,"Town Aid Road",199909
"Preston","0901162150",2014,"Total",1453705.6
"Preston","0901162150",2015,"Total",1471846.44
"Salem","0901166210",2014,"Colleges & Hospitals PILOT",0
"Salem","0901166210",2014,"Elderly Circuit Breaker",14511.17
"Salem","0901166210",2014,"State Property PILOT",58794.06
"Salem","0901166210",2014,"Veterans' Exemption",3624.6
"Salem","0901166210",2014,"Disability Exemption",212.16
"Salem","0901166210",2014,"Pequot Grants",19050.8
"Salem","0901166210",2014,"Elderly Freeze",0
"Salem","0901166210",2014,"DECD Tax Abatement",0
"Salem","0901166210",2014,"DECD PILOT Grant",0
"Salem","0901166210",2014,"LoCIP",33947
"Salem","0901166210",2014,"Town Aid Road",193326.67
"Salem","0901166210",2015,"Colleges & Hospitals PILOT",0
"Salem","0901166210",2015,"Elderly Circuit Breaker",15260.57
"Salem","0901166210",2015,"State Property PILOT",71139.48
"Salem","0901166210",2015,"Veterans' Exemption",1645.26
"Salem","0901166210",2015,"Disability Exemption",159.05
"Salem","0901166210",2015,"Pequot Grants",21968.03
"Salem","0901166210",2015,"Elderly Freeze",0
"Salem","0901166210",2015,"DECD Tax Abatement",0
"Salem","0901166210",2015,"DECD PILOT Grant",0
"Salem","0901166210",2015,"LoCIP",33666
"Salem","0901166210",2015,"Town Aid Road",193620
"Salem","0901166210",2014,"Total",323466.46
"Salem","0901166210",2015,"Total",337458.39
"Sprague","0901171670",2014,"Colleges & Hospitals PILOT",0
"Sprague","0901171670",2014,"Elderly Circuit Breaker",8171.42
"Sprague","0901171670",2014,"State Property PILOT",11431.28
"Sprague","0901171670",2014,"Veterans' Exemption",2682.6
"Sprague","0901171670",2014,"Disability Exemption",370.05
"Sprague","0901171670",2014,"Pequot Grants",30898.84
"Sprague","0901171670",2014,"Elderly Freeze",0
"Sprague","0901171670",2014,"DECD Tax Abatement",0
"Sprague","0901171670",2014,"DECD PILOT Grant",0
"Sprague","0901171670",2014,"LoCIP",25271
"Sprague","0901171670",2014,"Town Aid Road",151352.8
"Sprague","0901171670",2015,"Colleges & Hospitals PILOT",0
"Sprague","0901171670",2015,"Elderly Circuit Breaker",8743.62
"Sprague","0901171670",2015,"State Property PILOT",12256.89
"Sprague","0901171670",2015,"Veterans' Exemption",1256.78
"Sprague","0901171670",2015,"Disability Exemption",369.92
"Sprague","0901171670",2015,"Pequot Grants",31143.78
"Sprague","0901171670",2015,"Elderly Freeze",0
"Sprague","0901171670",2015,"DECD Tax Abatement",0
"Sprague","0901171670",2015,"DECD PILOT Grant",0
"Sprague","0901171670",2015,"LoCIP",24806
"Sprague","0901171670",2015,"Town Aid Road",151371
"Sprague","0901171670",2014,"Total",230177.99
"Sprague","0901171670",2015,"Total",229947.99
"Stonington","0901173770",2014,"Colleges & Hospitals PILOT",0
"Stonington","0901173770",2014,"Elderly Circuit Breaker",119766.16
"Stonington","0901173770",2014,"State Property PILOT",20554.15
"Stonington","0901173770",2014,"Veterans' Exemption",19287.55
"Stonington","0901173770",2014,"Disability Exemption",1805.04
"Stonington","0901173770",2014,"Pequot Grants",36076.37
"Stonington","0901173770",2014,"Elderly Freeze",5002.54
"Stonington","0901173770",2014,"DECD Tax Abatement",0
"Stonington","0901173770",2014,"DECD PILOT Grant",0
"Stonington","0901173770",2014,"LoCIP",111869
"Stonington","0901173770",2014,"Town Aid Road",314282.18
"Stonington","0901173770",2015,"Colleges & Hospitals PILOT",0
"Stonington","0901173770",2015,"Elderly Circuit Breaker",115987.48
"Stonington","0901173770",2015,"State Property PILOT",21560.96
"Stonington","0901173770",2015,"Veterans' Exemption",17288.45
"Stonington","0901173770",2015,"Disability Exemption",1740.86
"Stonington","0901173770",2015,"Pequot Grants",40282.59
"Stonington","0901173770",2015,"Elderly Freeze",3522.91
"Stonington","0901173770",2015,"DECD Tax Abatement",0
"Stonington","0901173770",2015,"DECD PILOT Grant",0
"Stonington","0901173770",2015,"LoCIP",109956
"Stonington","0901173770",2015,"Town Aid Road",298655
"Stonington","0901173770",2014,"Total",628642.99
"Stonington","0901173770",2015,"Total",608994.25
"Voluntown","0901178600",2014,"Colleges & Hospitals PILOT",60000
"Voluntown","0901178600",2014,"Elderly Circuit Breaker",15783.46
"Voluntown","0901178600",2014,"State Property PILOT",134122.86
"Voluntown","0901178600",2014,"Veterans' Exemption",2596.71
"Voluntown","0901178600",2014,"Disability Exemption",271.59
"Voluntown","0901178600",2014,"Pequot Grants",105783.87
"Voluntown","0901178600",2014,"Elderly Freeze",0
"Voluntown","0901178600",2014,"DECD Tax Abatement",0
"Voluntown","0901178600",2014,"DECD PILOT Grant",0
"Voluntown","0901178600",2014,"LoCIP",25203
"Voluntown","0901178600",2014,"Town Aid Road",172902.02
"Voluntown","0901178600",2015,"Colleges & Hospitals PILOT",60000
"Voluntown","0901178600",2015,"Elderly Circuit Breaker",16959.31
"Voluntown","0901178600",2015,"State Property PILOT",87923.23
"Voluntown","0901178600",2015,"Veterans' Exemption",2621.95
"Voluntown","0901178600",2015,"Disability Exemption",310.05
"Voluntown","0901178600",2015,"Pequot Grants",92538.47
"Voluntown","0901178600",2015,"Elderly Freeze",0
"Voluntown","0901178600",2015,"DECD Tax Abatement",0
"Voluntown","0901178600",2015,"DECD PILOT Grant",0
"Voluntown","0901178600",2015,"LoCIP",24841
"Voluntown","0901178600",2015,"Town Aid Road",172352
"Voluntown","0901178600",2014,"Total",516663.51
"Voluntown","0901178600",2015,"Total",457546.01
"Waterford","0901180280",2014,"Colleges & Hospitals PILOT",46015.19
"Waterford","0901180280",2014,"Elderly Circuit Breaker",182304.99
"Waterford","0901180280",2014,"State Property PILOT",367117.15
"Waterford","0901180280",2014,"Veterans' Exemption",12223.54
"Waterford","0901180280",2014,"Disability Exemption",2111.89
"Waterford","0901180280",2014,"Pequot Grants",46896.59
"Waterford","0901180280",2014,"Elderly Freeze",2000
"Waterford","0901180280",2014,"DECD Tax Abatement",0
"Waterford","0901180280",2014,"DECD PILOT Grant",0
"Waterford","0901180280",2014,"LoCIP",119089
"Waterford","0901180280",2014,"Town Aid Road",321859.31
"Waterford","0901180280",2015,"Colleges & Hospitals PILOT",65721.44
"Waterford","0901180280",2015,"Elderly Circuit Breaker",185748.55
"Waterford","0901180280",2015,"State Property PILOT",286127.21
"Waterford","0901180280",2015,"Veterans' Exemption",12278.83
"Waterford","0901180280",2015,"Disability Exemption",2230.38
"Waterford","0901180280",2015,"Pequot Grants",51184.25
"Waterford","0901180280",2015,"Elderly Freeze",2000
"Waterford","0901180280",2015,"DECD Tax Abatement",0
"Waterford","0901180280",2015,"DECD PILOT Grant",0
"Waterford","0901180280",2015,"LoCIP",118570
"Waterford","0901180280",2015,"Town Aid Road",321871
"Waterford","0901180280",2014,"Total",1099617.66
"Waterford","0901180280",2015,"Total",1045731.66
"Andover","0901301080",2014,"Colleges & Hospitals PILOT",0
"Andover","0901301080",2014,"Elderly Circuit Breaker",12524.24
"Andover","0901301080",2014,"State Property PILOT",18766.88
"Andover","0901301080",2014,"Veterans' Exemption",1268.23
"Andover","0901301080",2014,"Disability Exemption",433.77
"Andover","0901301080",2014,"Pequot Grants",14230.32
"Andover","0901301080",2014,"Elderly Freeze",0
"Andover","0901301080",2014,"DECD Tax Abatement",0
"Andover","0901301080",2014,"DECD PILOT Grant",0
"Andover","0901301080",2014,"LoCIP",27906
"Andover","0901301080",2014,"Town Aid Road",190432.3
"Andover","0901301080",2015,"Colleges & Hospitals PILOT",0
"Andover","0901301080",2015,"Elderly Circuit Breaker",14147.77
"Andover","0901301080",2015,"State Property PILOT",20165.27
"Andover","0901301080",2015,"Veterans' Exemption",1139.69
"Andover","0901301080",2015,"Disability Exemption",497.51
"Andover","0901301080",2015,"Pequot Grants",15989.8
"Andover","0901301080",2015,"Elderly Freeze",0
"Andover","0901301080",2015,"DECD Tax Abatement",0
"Andover","0901301080",2015,"DECD PILOT Grant",0
"Andover","0901301080",2015,"LoCIP",28185
"Andover","0901301080",2015,"Town Aid Road",190165
"Andover","0901301080",2014,"Total",265561.74
"Andover","0901301080",2015,"Total",270290.04
"Bolton","0901306260",2014,"Colleges & Hospitals PILOT",0
"Bolton","0901306260",2014,"Elderly Circuit Breaker",31702.96
"Bolton","0901306260",2014,"State Property PILOT",38025.35
"Bolton","0901306260",2014,"Veterans' Exemption",4884.04
"Bolton","0901306260",2014,"Disability Exemption",709.22
"Bolton","0901306260",2014,"Pequot Grants",17834.76
"Bolton","0901306260",2014,"Elderly Freeze",0
"Bolton","0901306260",2014,"DECD Tax Abatement",0
"Bolton","0901306260",2014,"DECD PILOT Grant",0
"Bolton","0901306260",2014,"LoCIP",38093
"Bolton","0901306260",2014,"Town Aid Road",200674.51
"Bolton","0901306260",2015,"Colleges & Hospitals PILOT",0
"Bolton","0901306260",2015,"Elderly Circuit Breaker",30409
"Bolton","0901306260",2015,"State Property PILOT",42490.5
"Bolton","0901306260",2015,"Veterans' Exemption",5219.78
"Bolton","0901306260",2015,"Disability Exemption",783.18
"Bolton","0901306260",2015,"Pequot Grants",20238.41
"Bolton","0901306260",2015,"Elderly Freeze",0
"Bolton","0901306260",2015,"DECD Tax Abatement",0
"Bolton","0901306260",2015,"DECD PILOT Grant",0
"Bolton","0901306260",2015,"LoCIP",37644
"Bolton","0901306260",2015,"Town Aid Road",200448
"Bolton","0901306260",2014,"Total",331923.84
"Bolton","0901306260",2015,"Total",337232.87
"Columbia","0901316400",2014,"Colleges & Hospitals PILOT",0
"Columbia","0901316400",2014,"Elderly Circuit Breaker",32273.13
"Columbia","0901316400",2014,"State Property PILOT",7044.78
"Columbia","0901316400",2014,"Veterans' Exemption",2734.17
"Columbia","0901316400",2014,"Disability Exemption",788.81
"Columbia","0901316400",2014,"Pequot Grants",19167.11
"Columbia","0901316400",2014,"Elderly Freeze",0
"Columbia","0901316400",2014,"DECD Tax Abatement",0
"Columbia","0901316400",2014,"DECD PILOT Grant",0
"Columbia","0901316400",2014,"LoCIP",40013
"Columbia","0901316400",2014,"Town Aid Road",205826.25
"Columbia","0901316400",2015,"Colleges & Hospitals PILOT",0
"Columbia","0901316400",2015,"Elderly Circuit Breaker",33220.63
"Columbia","0901316400",2015,"State Property PILOT",7577.06
"Columbia","0901316400",2015,"Veterans' Exemption",2544.64
"Columbia","0901316400",2015,"Disability Exemption",786.23
"Columbia","0901316400",2015,"Pequot Grants",21149.17
"Columbia","0901316400",2015,"Elderly Freeze",0
"Columbia","0901316400",2015,"DECD Tax Abatement",0
"Columbia","0901316400",2015,"DECD PILOT Grant",0
"Columbia","0901316400",2015,"LoCIP",39504
"Columbia","0901316400",2015,"Town Aid Road",205576
"Columbia","0901316400",2014,"Total",307847.25
"Columbia","0901316400",2015,"Total",310357.73
"Coventry","0901317800",2014,"Colleges & Hospitals PILOT",0
"Coventry","0901317800",2014,"Elderly Circuit Breaker",63265.56
"Coventry","0901317800",2014,"State Property PILOT",46274.27
"Coventry","0901317800",2014,"Veterans' Exemption",8352.72
"Coventry","0901317800",2014,"Disability Exemption",1453.96
"Coventry","0901317800",2014,"Pequot Grants",47323.98
"Coventry","0901317800",2014,"Elderly Freeze",0
"Coventry","0901317800",2014,"DECD Tax Abatement",0
"Coventry","0901317800",2014,"DECD PILOT Grant",0
"Coventry","0901317800",2014,"LoCIP",103801
"Coventry","0901317800",2014,"Town Aid Road",292762.46
"Coventry","0901317800",2015,"Colleges & Hospitals PILOT",0
"Coventry","0901317800",2015,"Elderly Circuit Breaker",65448.63
"Coventry","0901317800",2015,"State Property PILOT",51558.52
"Coventry","0901317800",2015,"Veterans' Exemption",6123.97
"Coventry","0901317800",2015,"Disability Exemption",1725.2
"Coventry","0901317800",2015,"Pequot Grants",48216.49
"Coventry","0901317800",2015,"Elderly Freeze",0
"Coventry","0901317800",2015,"DECD Tax Abatement",0
"Coventry","0901317800",2015,"DECD PILOT Grant",0
"Coventry","0901317800",2015,"LoCIP",101904
"Coventry","0901317800",2015,"Town Aid Road",297200
"Coventry","0901317800",2014,"Total",563233.95
"Coventry","0901317800",2015,"Total",572176.81
"Ellington","0901325360",2014,"Colleges & Hospitals PILOT",0
"Ellington","0901325360",2014,"Elderly Circuit Breaker",75395.3
"Ellington","0901325360",2014,"State Property PILOT",7216.52
"Ellington","0901325360",2014,"Veterans' Exemption",17492.02
"Ellington","0901325360",2014,"Disability Exemption",1601.42
"Ellington","0901325360",2014,"Pequot Grants",52633.67
"Ellington","0901325360",2014,"Elderly Freeze",0
"Ellington","0901325360",2014,"DECD Tax Abatement",0
"Ellington","0901325360",2014,"DECD PILOT Grant",0
"Ellington","0901325360",2014,"LoCIP",107785
"Ellington","0901325360",2014,"Town Aid Road",338371.61
"Ellington","0901325360",2015,"Colleges & Hospitals PILOT",0
"Ellington","0901325360",2015,"Elderly Circuit Breaker",71952.88
"Ellington","0901325360",2015,"State Property PILOT",7900.45
"Ellington","0901325360",2015,"Veterans' Exemption",18455.07
"Ellington","0901325360",2015,"Disability Exemption",1736.86
"Ellington","0901325360",2015,"Pequot Grants",54190.55
"Ellington","0901325360",2015,"Elderly Freeze",0
"Ellington","0901325360",2015,"DECD Tax Abatement",0
"Ellington","0901325360",2015,"DECD PILOT Grant",0
"Ellington","0901325360",2015,"LoCIP",105415
"Ellington","0901325360",2015,"Town Aid Road",339904
"Ellington","0901325360",2014,"Total",600495.54
"Ellington","0901325360",2015,"Total",599554.81
"Hebron","0901337910",2014,"Colleges & Hospitals PILOT",0
"Hebron","0901337910",2014,"Elderly Circuit Breaker",28301.71
"Hebron","0901337910",2014,"State Property PILOT",13991.13
"Hebron","0901337910",2014,"Veterans' Exemption",3848.41
"Hebron","0901337910",2014,"Disability Exemption",794.9
"Hebron","0901337910",2014,"Pequot Grants",29206.13
"Hebron","0901337910",2014,"Elderly Freeze",0
"Hebron","0901337910",2014,"DECD Tax Abatement",0
"Hebron","0901337910",2014,"DECD PILOT Grant",0
"Hebron","0901337910",2014,"LoCIP",72028
"Hebron","0901337910",2014,"Town Aid Road",242180.96
"Hebron","0901337910",2015,"Colleges & Hospitals PILOT",0
"Hebron","0901337910",2015,"Elderly Circuit Breaker",31423.02
"Hebron","0901337910",2015,"State Property PILOT",15564.31
"Hebron","0901337910",2015,"Veterans' Exemption",3323.84
"Hebron","0901337910",2015,"Disability Exemption",761.81
"Hebron","0901337910",2015,"Pequot Grants",30564.4
"Hebron","0901337910",2015,"Elderly Freeze",0
"Hebron","0901337910",2015,"DECD Tax Abatement",0
"Hebron","0901337910",2015,"DECD PILOT Grant",0
"Hebron","0901337910",2015,"LoCIP",69933
"Hebron","0901337910",2015,"Town Aid Road",241561
"Hebron","0901337910",2014,"Total",390351.24
"Hebron","0901337910",2015,"Total",393131.38
"Mansfield","0901344910",2014,"Colleges & Hospitals PILOT",0
"Mansfield","0901344910",2014,"Elderly Circuit Breaker",43610.43
"Mansfield","0901344910",2014,"State Property PILOT",6784862.39
"Mansfield","0901344910",2014,"Veterans' Exemption",6607.43
"Mansfield","0901344910",2014,"Disability Exemption",1329.79
"Mansfield","0901344910",2014,"Pequot Grants",205984.73
"Mansfield","0901344910",2014,"Elderly Freeze",2000
"Mansfield","0901344910",2014,"DECD Tax Abatement",0
"Mansfield","0901344910",2014,"DECD PILOT Grant",10149
"Mansfield","0901344910",2014,"LoCIP",192489
"Mansfield","0901344910",2014,"Town Aid Road",423034.22
"Mansfield","0901344910",2015,"Colleges & Hospitals PILOT",0
"Mansfield","0901344910",2015,"Elderly Circuit Breaker",52550.55
"Mansfield","0901344910",2015,"State Property PILOT",7656351.48
"Mansfield","0901344910",2015,"Veterans' Exemption",6626
"Mansfield","0901344910",2015,"Disability Exemption",1340.31
"Mansfield","0901344910",2015,"Pequot Grants",207662.05
"Mansfield","0901344910",2015,"Elderly Freeze",0
"Mansfield","0901344910",2015,"DECD Tax Abatement",0
"Mansfield","0901344910",2015,"DECD PILOT Grant",10028
"Mansfield","0901344910",2015,"LoCIP",184935
"Mansfield","0901344910",2015,"Town Aid Road",415303
"Mansfield","0901344910",2014,"Total",7670066.99
"Mansfield","0901344910",2015,"Total",8534796.39
